Date,GTJPYII5Y.Govt,GTJPYII10Y.Govt,JPCPIXFF.Index,JNCPIYOY.Index,GJGB40.Index,GJGB30.Index,GJGB10.Index,GJGB5.Index,GJGB2.Index,GJGB1.Index,GJGB3M.Index,TI0003M.Index,JPINGAA5.Index,JPINGAA1.Index,JPINGAA3.Index
2013-08-06,-1.071,,,,1.911,1.845,0.788,0.292,0.117,0.102,0.092,0.23,,,
2013-08-07,-1.068,,,,1.896,1.827,0.757,0.28,0.112,0.102,0.093,0.23,,,
2013-08-08,-1.075,,,,1.867,1.802,0.755,0.282,0.113,0.102,,0.23,,,
2013-08-09,-1.081,,,,1.863,1.799,0.757,0.286,0.111,0.102,0.088,0.23,,,
2013-08-12,-1.081,,,,1.858,1.786,0.752,0.289,0.11,0.102,0.088,0.23,,,
2013-08-13,-1.087,,,,1.833,1.767,0.742,0.277,0.112,0.102,0.087,0.23,,,
2013-08-14,-1.082,,,,1.85,1.785,0.752,0.287,0.112,0.102,0.089,0.23,,,
2013-08-15,-1.115,,,,1.878,1.803,0.746,0.277,0.112,0.102,0.087,0.23,,,
2013-08-16,-1.14,,,,1.895,1.815,0.757,0.281,0.107,0.102,,0.23,,,
2013-08-19,-1.168,,,,1.907,1.821,0.769,0.291,0.111,0.102,0.088,0.23,,,
2013-08-20,-1.201,,,,1.917,1.806,0.744,0.278,0.11,0.102,0.087,0.23,,,
2013-08-21,-1.176,,,,1.915,1.796,0.733,0.281,0.115,0.102,0.088,0.23,,,
2013-08-22,-1.116,,,,1.915,1.812,0.753,0.296,0.112,0.102,0.091,0.23,,,
2013-08-23,-1.101,,,,1.92,1.822,0.774,0.311,0.118,0.102,,0.23,,,
2013-08-26,-1.078,,,,1.913,1.815,0.766,0.303,0.112,0.102,0.088,0.23,,,
2013-08-27,-1.058,,,,1.894,1.802,0.745,0.29,0.114,0.103,0.087,0.23,,,
2013-08-28,-0.99,,,,1.867,1.773,0.725,0.277,0.113,0.102,0.09,0.23,,,
2013-08-29,-0.949,,,,1.843,1.748,0.714,0.268,0.115,0.102,0.09,0.23,,,
2013-08-30,-0.948,,,,1.85,1.757,0.72,0.263,0.108,0.102,0.091,0.23,,,
2013-08-31,,,,0.9,,,,,,,,,,,
2013-09-02,-0.948,,,,1.87,1.777,0.746,0.268,0.115,0.102,,0.23,,,
2013-09-03,-0.951,,,,1.897,1.81,0.752,0.277,0.117,0.102,0.087,0.23,,,
2013-09-04,-0.963,,,,1.897,1.809,0.775,0.277,0.115,0.102,0.089,0.23,,,
2013-09-05,-0.967,,,,1.901,1.818,0.78,0.28,0.116,0.102,,0.23,,,
2013-09-06,-0.968,,,,1.915,1.823,0.784,0.279,0.115,0.102,0.088,0.23,,,
2013-09-09,-0.966,,,,1.903,1.806,0.752,0.27,0.114,0.102,0.09,0.23,,,
2013-09-10,-0.969,,,,1.895,1.798,0.747,0.272,0.117,0.102,0.089,0.23,,,
2013-09-11,-0.994,,,,1.879,1.797,0.734,0.261,0.115,0.102,0.091,0.23,,,
2013-09-12,-1.023,,,,1.873,1.806,0.732,0.256,0.118,0.102,0.092,0.23,,,
2013-09-13,-1.037,,,,1.866,1.807,0.728,0.27,0.115,0.102,,0.23,,,
2013-09-16,-1.042,,,,,1.807,0.728,0.27,0.115,0.102,,,,,
2013-09-17,-1.049,,,,1.848,1.794,0.72,0.267,0.117,0.103,0.076,0.23,,,
2013-09-18,-1.077,,,,1.846,1.781,0.706,0.26,0.115,0.102,0.073,0.23,,,
2013-09-19,-1.097,,,,1.803,1.752,0.678,0.25,0.112,0.102,0.072,0.23,,,
2013-09-20,-1.137,,,,1.799,1.747,0.695,0.261,0.101,0.098,,0.23,,,
2013-09-23,-1.137,,,,,1.747,0.695,0.261,0.101,0.098,,,,,
2013-09-24,-1.24,,,,1.764,1.712,0.673,0.245,0.092,0.092,0.055,0.23,,,
2013-09-25,-1.257,,,,1.747,1.689,0.673,0.24,0.094,0.093,0.052,0.23,,,
2013-09-26,-1.267,,,,1.765,1.713,0.697,0.247,0.1,0.093,0.053,0.23,,,
2013-09-27,-1.293,,,,1.765,1.709,0.682,0.238,0.098,0.093,,0.23,,,
2013-09-30,-1.35,,,1.1,1.766,1.706,0.686,0.243,0.108,0.093,0.04,0.23,,,
2013-10-01,-1.388,,,,1.741,1.69,0.667,0.244,0.107,0.092,0.047,0.22909,,,
2013-10-02,-1.412,,,,1.693,1.641,0.644,0.233,0.101,0.087,0.045,0.22909,,,
2013-10-03,-1.412,,,,1.677,1.623,0.641,0.221,0.1,0.082,0.049,0.22909,,,
2013-10-04,-1.437,,,,1.682,1.632,0.652,0.224,0.099,0.082,,0.22818,,,
2013-10-07,-1.44,,,,1.693,1.644,0.646,0.217,0.1,0.083,0.059,0.22636,,,
2013-10-08,-1.385,,,,1.706,1.663,0.656,0.223,0.1,0.083,0.061,0.22455,,,
2013-10-09,-1.326,-0.357,,,1.697,1.646,0.655,0.23,0.097,0.083,0.057,0.22273,,,
2013-10-10,-1.329,,,,1.689,1.633,0.656,0.23,0.105,0.078,0.064,0.22091,,,
2013-10-11,-1.336,,,,1.703,1.643,0.657,0.234,0.107,0.082,,0.22091,,,
2013-10-14,-1.333,,,,,1.643,0.657,0.234,0.107,0.082,,,,,
2013-10-15,-1.349,,,,1.733,1.673,0.671,0.244,0.102,0.078,0.063,0.22091,,,
2013-10-16,-1.353,-0.373,,,1.706,1.646,0.643,0.225,0.095,0.076,0.067,0.22091,,,
2013-10-17,-1.36,-0.376,,,1.695,1.634,0.629,0.216,0.097,0.08,0.067,0.22091,,,
2013-10-18,-1.354,-0.374,,,1.675,1.624,0.62,0.209,0.109,0.08,,0.22091,,,
2013-10-21,-1.357,-0.373,,,1.686,1.624,0.625,0.211,0.103,0.085,,0.22091,,,
2013-10-22,-1.35,-0.373,,,1.667,1.612,0.621,0.21,0.1,0.08,0.07,0.22091,,,
2013-10-23,-1.355,-0.368,,,1.637,1.585,0.608,0.208,0.101,0.08,0.071,0.22091,,,
2013-10-24,-1.349,-0.366,,,1.661,1.61,0.615,0.208,0.11,0.077,0.072,0.22091,,,
2013-10-25,-1.344,-0.36,,,1.681,1.634,0.617,0.21,0.102,0.082,,0.22091,,,
2013-10-28,-1.349,-0.358,,,1.681,1.624,0.62,0.209,0.102,0.082,0.075,0.22091,,,
2013-10-29,-1.349,-0.36,,,1.693,1.64,0.614,0.204,0.106,0.082,0.079,0.22091,,,
2013-10-30,-1.35,-0.355,,,1.667,1.612,0.588,0.201,0.096,0.083,0.078,0.22091,,,
2013-10-31,-1.346,-0.358,,1.1,1.672,1.623,0.595,0.2,0.098,0.083,,0.22091,,,
2013-11-01,-1.362,-0.358,,,1.704,1.653,0.599,0.196,0.098,0.083,0.071,0.22091,,,
2013-11-04,,,,,,1.653,0.599,0.196,0.098,0.083,0.059,,,,
2013-11-05,,-0.366,,,1.721,1.65,0.601,0.201,0.105,0.079,0.058,0.22091,,,
2013-11-06,,,,,1.7,1.65,0.612,0.208,0.098,0.084,0.072,0.22091,,,
2013-11-07,,,,,1.684,1.63,0.595,0.201,0.094,0.082,0.064,0.22091,,,
2013-11-08,,,,,1.673,1.615,0.594,0.2,0.094,0.082,,0.22091,,,
2013-11-11,,,,,1.668,1.61,0.597,0.207,0.092,0.084,0.059,0.22091,,,
2013-11-12,-1.333,-0.354,,,1.677,1.625,0.604,0.207,0.092,0.082,0.058,0.22091,,,
2013-11-13,-1.335,-0.349,,,1.676,1.623,0.601,0.208,0.093,0.083,0.058,0.22091,,,
2013-11-14,-1.352,-0.354,,,1.693,1.636,0.602,0.205,0.097,0.082,0.058,0.22091,,,
2013-11-15,-1.337,-0.344,,,1.713,1.657,0.634,0.211,0.092,0.084,,0.22091,,,
2013-11-18,-1.347,-0.354,,,1.716,1.656,0.633,0.21,0.092,0.083,,0.22091,,,
2013-11-19,-1.324,-0.351,,,1.719,1.663,0.621,0.206,0.092,0.087,0.065,0.22091,,,
2013-11-20,-1.328,-0.347,,,1.72,1.656,0.615,0.203,0.097,0.083,0.061,0.22091,,,
2013-11-21,-1.358,-0.34,,,1.728,1.666,0.631,0.205,0.094,0.083,0.073,0.22091,,,
2013-11-22,-1.355,-0.349,,,1.728,1.664,0.628,0.201,0.102,0.083,0.054,0.22091,,,
2013-11-25,-1.357,-0.35,,,1.755,1.688,0.644,0.207,0.101,0.083,0.052,0.22091,,,
2013-11-26,-1.354,-0.354,,,1.725,1.658,0.619,0.193,0.093,0.083,0.051,0.22091,,,
2013-11-27,-1.344,-0.348,,,1.704,1.63,0.607,0.192,0.095,0.088,0.061,0.22091,,,
2013-11-28,-1.348,-0.352,,,1.699,1.628,0.606,0.19,0.09,0.083,0.058,0.22091,,,
2013-11-29,-1.306,-0.35,,,1.717,1.641,0.605,0.185,0.089,0.083,0.063,0.22091,,,
2013-11-30,,,,1.5,,,,,,,,,,,
2013-12-02,,-0.342,,,1.735,1.66,0.617,0.191,0.087,0.078,0.064,0.22091,,,
2013-12-03,,-0.35,,,1.744,1.672,0.634,0.192,0.083,0.079,0.064,0.22091,,,
2013-12-04,,-0.357,,,1.735,1.661,0.633,0.191,0.085,0.078,0.061,0.22091,,,
2013-12-05,,-0.354,,,1.734,1.661,0.634,0.195,0.085,0.078,0.063,0.22091,,,
2013-12-06,,-0.358,,,1.76,1.688,0.669,0.204,0.086,0.079,,0.22091,,,
2013-12-09,,-0.359,,,1.749,1.68,0.66,0.197,0.086,0.078,0.063,0.22091,,,
2013-12-10,,-0.362,,,1.755,1.688,0.663,0.2,0.088,0.077,0.063,0.22091,,,
2013-12-11,,-0.374,,,1.758,1.717,0.65,0.2,0.089,0.077,0.062,0.22091,,,
2013-12-12,-1.39,-0.374,,,1.768,1.725,0.664,0.198,0.097,0.083,0.064,0.22091,,,
2013-12-13,-1.411,-0.404,,,1.784,1.741,0.696,0.22,0.098,0.081,,0.22091,,,
2013-12-16,-1.421,-0.408,,,1.783,1.743,0.69,0.212,0.097,0.08,0.058,0.22091,,,
2013-12-17,-1.44,-0.403,,,1.771,1.732,0.668,0.207,0.097,0.08,0.057,0.22091,,,
2013-12-18,-1.439,-0.397,,,1.725,1.685,0.666,0.207,0.098,0.078,0.057,0.22091,,,
2013-12-19,-1.443,-0.393,,,1.728,1.691,0.674,0.217,0.096,0.078,0.058,0.22091,,,
2013-12-20,-1.449,-0.397,,,1.722,1.685,0.681,0.214,0.094,0.078,,0.22091,,,
2013-12-23,-1.458,-0.397,,,,1.685,0.681,0.214,0.094,0.078,,,,,
2013-12-24,-1.457,-0.399,,,1.72,1.685,0.682,0.211,0.098,0.078,0.063,0.22091,,,
2013-12-25,-1.449,-0.381,,,1.722,1.692,0.696,0.22,0.098,0.077,0.063,0.22091,,,
2013-12-26,-1.447,-0.377,,,1.728,1.701,0.708,0.225,0.098,0.083,0.063,0.22091,,,
2013-12-27,-1.456,-0.383,,,1.724,1.703,0.706,0.22,0.09,0.082,0.063,0.22091,,,
2013-12-30,-1.457,-0.373,,,1.752,1.738,0.741,0.246,0.094,0.09,0.062,0.22091,,,
2013-12-31,-1.459,-0.373,,1.6,,1.738,0.741,0.246,0.094,0.09,,,,,
2014-01-01,-1.46,-0.373,,,,1.738,0.741,0.246,0.094,0.09,,,,,
2014-01-02,-1.46,-0.373,,,,1.738,0.741,0.246,0.094,0.09,,,,,
2014-01-03,-1.46,-0.373,,,,1.738,0.741,0.246,0.094,0.09,,,,,
2014-01-06,-1.46,-0.371,,,1.74,1.725,0.727,0.226,0.092,0.083,0.054,0.22091,,,
2014-01-07,-1.463,-0.357,,,1.721,1.706,0.697,0.219,0.091,0.083,0.065,0.22091,,,
2014-01-08,-1.465,-0.347,,,1.724,1.704,0.708,0.22,0.094,0.083,0.07,0.22091,,,
2014-01-09,-1.486,-0.403,,,1.714,1.699,0.701,0.223,0.093,0.083,0.063,0.22091,,,
2014-01-10,-1.513,-0.423,,,1.712,1.698,0.702,0.217,0.105,0.083,0.076,0.22091,,,
2014-01-13,,-0.43,,,,1.698,0.702,0.217,0.105,0.083,,,,,
2014-01-14,-1.58,-0.455,,,1.683,1.671,0.657,0.196,0.088,0.083,0.077,0.22091,,,
2014-01-15,-1.598,-0.459,,,1.691,1.679,0.666,0.202,0.089,0.083,0.077,0.22091,,,
2014-01-16,-1.607,-0.466,,,1.705,1.679,0.678,0.21,0.089,0.084,0.069,0.22091,,,
2014-01-17,-1.644,-0.471,,,1.721,1.704,0.674,0.211,0.088,0.084,,0.22091,,,
2014-01-20,-1.641,-0.474,,,1.715,1.698,0.669,0.207,0.088,0.085,0.073,0.22091,,,
2014-01-21,-1.641,-0.469,,,1.729,1.717,0.689,0.223,0.098,0.083,0.072,0.22091,,,
2014-01-22,-1.674,-0.487,,,1.717,1.701,0.676,0.207,0.087,0.083,0.074,0.22091,,,
2014-01-23,-1.715,-0.502,,,1.678,1.664,0.661,0.212,0.088,0.083,0.073,0.22091,,,
2014-01-24,-1.751,-0.52,,,1.639,1.627,0.632,0.201,0.098,0.083,,0.22091,,,
2014-01-27,-1.773,-0.524,,,1.658,1.633,0.64,0.202,0.098,0.082,0.058,0.22091,,,
2014-01-28,-1.805,-0.539,,,1.688,1.654,0.634,0.201,0.097,0.082,0.059,0.22091,,,
2014-01-29,-1.839,-0.553,,,1.688,1.654,0.635,0.208,0.096,0.08,0.045,0.22091,,,
2014-01-30,-1.886,-0.568,,,1.672,1.635,0.625,0.201,0.088,0.083,0.057,0.22091,,,
2014-01-31,-1.916,-0.569,,1.4,1.674,1.635,0.622,0.198,0.082,0.082,,0.22,,,
2014-02-03,-1.884,-0.55,,,1.656,1.623,0.615,0.197,0.083,0.082,0.054,0.22,,,
2014-02-04,-1.871,-0.517,,,1.636,1.602,0.614,0.196,0.086,0.082,0.054,0.22,,,
2014-02-05,-1.891,-0.52,,,1.616,1.579,0.6,0.197,0.083,0.082,0.054,0.22,,,
2014-02-06,-1.922,-0.536,,,1.631,1.591,0.617,0.201,0.086,0.082,0.055,0.22,,,
2014-02-07,-1.959,-0.551,,,1.669,1.611,0.62,0.203,0.077,0.08,0.058,0.22,,,
2014-02-10,-1.984,-0.567,,,1.682,1.637,0.608,0.197,0.071,0.073,0.052,0.22,,,
2014-02-11,-1.984,-0.565,,,,1.637,0.608,0.197,0.071,0.073,,,,,
2014-02-12,-1.989,-0.572,,,1.693,1.648,0.613,0.194,0.072,0.073,0.05,0.22,,,
2014-02-13,-2.019,-0.584,,,1.674,1.63,0.604,0.19,0.075,0.073,0.05,0.22,,,
2014-02-14,-2.059,-0.583,,,1.658,1.613,0.599,0.191,0.073,0.073,0.05,0.22,,,
2014-02-17,-2.031,-0.58,,,1.661,1.62,0.603,0.193,0.07,0.068,0.049,0.22,,,
2014-02-18,-2.037,-0.583,,,1.671,1.624,0.603,0.189,0.078,0.073,0.051,0.22,,,
2014-02-19,-2.045,-0.586,,,1.696,1.656,0.605,0.185,0.082,0.078,0.051,0.21545,,,
2014-02-20,-2.083,-0.596,,,1.677,1.632,0.588,0.179,0.078,0.073,0.055,0.21182,,,
2014-02-21,-2.061,-0.593,,,1.693,1.65,0.604,0.185,0.077,0.072,0.06,0.21182,,,
2014-02-24,-2.08,-0.603,,,1.692,1.647,0.596,0.183,0.076,0.072,0.053,0.21182,,,
2014-02-25,-2.123,-0.611,,,1.674,1.631,0.592,0.185,0.078,0.067,0.052,0.21182,,,
2014-02-26,-2.115,-0.62,,,1.678,1.638,0.592,0.189,0.078,0.064,0.051,0.21182,,,
2014-02-27,-2.141,-0.617,,,1.694,1.653,0.587,0.184,0.075,0.062,0.049,0.21182,,,
2014-02-28,-2.104,-0.611,,1.5,1.686,1.647,0.586,0.181,0.074,0.067,,0.21182,,,
2014-03-03,-2.105,-0.614,,,1.666,1.627,0.58,0.172,0.073,0.068,0.047,0.21182,,,
2014-03-04,-2.106,-0.612,,,1.661,1.621,0.589,0.181,0.076,0.068,0.044,0.21182,,,
2014-03-05,-2.122,-0.611,,,1.674,1.627,0.609,0.185,0.075,0.067,0.047,0.21182,,,
2014-03-06,-2.125,-0.608,,,1.694,1.654,0.622,0.185,0.077,0.067,0.045,0.21182,,,
2014-03-07,-2.128,-0.605,,,1.703,1.674,0.628,0.186,0.075,0.062,0.044,0.21182,,,
2014-03-10,,-0.605,,,1.707,1.677,0.632,0.187,0.077,0.062,0.039,0.21182,,,
2014-03-11,,-0.596,,,1.714,1.69,0.635,0.202,0.074,0.062,0.038,0.21182,,,
2014-03-12,,-0.596,,,1.717,1.687,0.63,0.191,0.079,0.062,0.037,0.21182,,,
2014-03-13,-2.163,-0.571,,,1.743,1.715,0.644,0.203,0.087,0.062,0.039,0.21182,,,
2014-03-14,-2.134,-0.576,,,1.735,1.705,0.627,0.192,0.092,0.058,,0.21182,,,
2014-03-17,-2.146,-0.579,,,1.736,1.705,0.624,0.192,0.083,0.052,0.042,0.21182,,,
2014-03-18,-2.176,-0.607,,,1.744,1.704,0.622,0.198,0.08,0.047,0.038,0.21182,,,
2014-03-19,-2.211,-0.622,,,1.733,1.701,0.614,0.198,0.075,0.045,0.039,0.21182,,,
2014-03-20,-2.24,-0.638,,,1.709,1.674,0.601,0.19,0.072,0.045,,0.21182,,,
2014-03-21,-2.236,-0.634,,,,1.674,0.601,0.19,0.072,0.045,,,,,
2014-03-24,-2.237,-0.631,,,1.731,1.696,0.616,0.198,0.077,0.045,0.036,0.21182,,,
2014-03-25,-2.246,-0.641,,,1.729,1.694,0.611,0.195,0.077,0.05,0.037,0.21182,,,
2014-03-26,-2.267,-0.66,,,1.739,1.702,0.632,0.203,0.078,0.047,0.037,0.21182,,,
2014-03-27,-2.272,-0.663,,,1.748,1.703,0.632,0.2,0.08,0.048,0.031,0.21182,,,
2014-03-28,-2.275,-0.664,,,1.747,1.699,0.626,0.196,,0.072,0.034,0.21182,,,
2014-03-31,-2.285,-0.661,,1.6,1.759,1.714,0.642,0.2,0.089,0.083,0.038,0.21182,1.7,1.5,1.7
2014-04-01,-2.291,-0.671,,,1.715,1.665,0.62,0.196,0.085,0.078,0.036,0.21182,,,
2014-04-02,-2.28,-0.676,,,1.725,1.683,0.626,0.194,0.083,0.078,0.037,0.21182,,,
2014-04-03,-2.269,-0.711,,,1.736,1.692,0.645,0.205,0.085,0.085,0.039,0.21182,,,
2014-04-04,-2.252,-0.729,,,1.732,1.687,0.648,0.203,0.085,0.077,,0.21182,,,
2014-04-07,-2.233,-0.746,,,1.715,1.661,0.618,0.19,0.088,0.085,0.062,0.21182,,,
2014-04-08,-2.242,-0.751,,,1.734,1.692,0.62,0.19,0.085,0.078,0.063,0.21182,,,
2014-04-09,-2.212,-0.741,,,1.746,1.705,0.616,0.189,0.085,0.078,0.062,0.21182,,,
2014-04-10,-2.207,-0.746,,,1.743,1.699,0.609,0.19,0.08,0.078,0.064,0.21182,,,
2014-04-11,-2.201,-0.77,,,1.746,1.694,0.605,0.193,0.083,0.078,,0.21182,,,
2014-04-14,-2.208,-0.773,,,1.739,1.69,0.608,0.192,0.09,0.08,,0.21182,,,
2014-04-15,-2.188,-0.774,,,1.739,1.691,0.605,0.19,0.09,0.078,0.068,0.21182,,,
2014-04-16,-2.184,-0.769,,,1.731,1.676,0.61,0.19,0.09,0.078,0.065,0.21182,,,
2014-04-17,-2.183,-0.768,,,1.733,1.684,0.605,0.19,0.091,0.078,0.067,0.21182,,,
2014-04-18,-2.189,-0.768,,,1.734,1.684,0.601,0.188,0.088,0.072,,0.21182,,,
2014-04-21,-2.191,-0.767,,,1.737,1.701,0.608,0.191,0.088,0.075,0.062,0.21182,,,
2014-04-22,,-0.726,,,1.747,1.696,0.605,0.192,0.092,0.073,0.062,0.21182,,,
2014-04-23,,-0.739,,,1.759,1.704,0.616,0.197,0.09,0.072,0.063,0.21182,,,
2014-04-24,,-0.748,,,1.75,1.695,0.617,0.195,0.09,0.073,0.064,0.21182,,,
2014-04-25,,-0.744,,,1.751,1.697,0.623,0.197,0.09,0.078,,0.21182,,,
2014-04-28,,-0.747,,,1.756,1.697,0.617,0.195,0.09,0.078,,0.21182,,,
2014-04-29,,-0.751,,,,1.697,0.617,0.195,0.09,0.078,,,,,
2014-04-30,,-0.745,,3.4,1.776,1.712,0.627,0.197,0.092,0.078,0.046,0.21182,,,
2014-05-01,,-0.745,,,1.767,1.708,0.622,0.195,0.09,0.078,0.048,0.21091,,,
2014-05-02,,-0.749,,,1.772,1.706,0.611,0.19,0.09,0.078,,0.21,,,
2014-05-05,,-0.748,,,,1.706,0.611,0.19,0.09,0.078,,,,,
2014-05-06,,-0.748,,,,1.706,0.611,0.19,0.09,0.078,,,,,
2014-05-07,,-0.749,,,1.761,1.696,0.601,0.19,0.09,0.078,0.065,0.21,,,
2014-05-08,,-0.747,,,1.76,1.697,0.612,0.191,0.088,0.078,0.058,0.21,,,
2014-05-09,,-0.749,,,1.768,1.697,0.608,0.191,0.085,0.078,,0.21,,,
2014-05-12,,-0.748,,,1.779,1.714,0.611,0.192,0.089,0.078,0.05,0.21,,,
2014-05-13,,-0.75,,,1.78,1.713,0.612,0.192,0.085,0.078,0.046,0.21,,,
2014-05-14,,-0.753,,,1.771,1.701,0.602,0.189,0.085,0.078,0.045,0.21,,,
2014-05-15,,-0.753,,,1.765,1.695,0.595,0.185,0.085,0.078,0.045,0.21,,,
2014-05-16,,-0.764,,,1.764,1.691,0.584,0.185,0.085,0.078,,0.21,,,
2014-05-19,,-0.761,,,1.759,1.689,0.59,0.19,0.085,0.078,0.051,0.21,,,
2014-05-20,,-0.766,,,1.762,1.696,0.592,0.19,0.083,0.078,0.045,0.21,,,
2014-05-21,,-0.764,,,1.76,1.689,0.598,0.192,0.083,0.078,0.04,0.21,,,
2014-05-22,,-0.763,,,1.765,1.69,0.601,0.191,0.085,0.078,0.042,0.21,,,
2014-05-23,,-0.771,,,1.765,1.695,0.592,0.186,0.083,0.078,,0.21,,,
2014-05-26,,-0.773,,,1.762,1.691,0.589,0.185,0.083,0.078,0.048,0.21,,,
2014-05-27,,-0.781,,,1.757,1.694,0.593,0.186,0.087,0.078,0.048,0.21,,,
2014-05-28,,-0.797,,,1.797,1.681,0.584,0.18,0.09,0.078,0.049,0.21,,,
2014-05-29,,-0.806,,,1.789,1.676,0.576,0.18,0.088,0.078,0.044,0.21,,,
2014-05-30,,-0.803,,,1.797,1.687,0.578,0.176,0.09,0.08,,0.21,,,
2014-05-31,,,,3.7,,,,,,,,,,,
2014-06-02,,-0.801,,,1.816,1.694,0.587,0.18,0.09,0.078,0.058,0.21,,,
2014-06-03,,-0.806,,,1.81,1.693,0.589,0.182,0.09,0.078,0.052,0.21,,,
2014-06-04,,-0.8,,,1.813,1.702,0.616,0.179,0.09,0.078,0.05,0.21,,,
2014-06-05,,-0.798,,,1.824,1.714,0.618,0.18,0.09,0.08,0.047,0.21,,,
2014-06-06,,-0.801,,,1.81,1.705,0.6,0.176,0.088,0.078,,0.21,,,
2014-06-09,,-0.79,,,1.814,1.712,0.603,0.183,0.091,0.081,,0.21,,,
2014-06-10,,-0.793,,,1.816,1.712,0.602,0.183,0.086,0.081,0.043,0.21,,,
2014-06-11,,-0.788,,,1.815,1.713,0.604,0.185,0.085,0.078,0.041,0.21,,,
2014-06-12,,-0.795,,,1.799,1.701,0.602,0.18,0.088,0.079,0.044,0.21,,,
2014-06-13,,-0.795,,,1.776,1.681,0.603,0.188,0.085,0.079,,0.21,,,
2014-06-16,,-0.798,,,1.754,1.669,0.602,0.187,0.084,0.078,,0.21,,,
2014-06-17,,-0.798,,,1.75,1.665,0.595,0.188,0.083,0.078,,0.21,,,
2014-06-18,,-0.796,,,1.749,1.673,0.602,0.188,0.085,0.078,0.04,0.21,,,
2014-06-19,,-0.806,,,1.798,1.717,0.591,0.183,0.085,0.078,0.041,0.21,,,
2014-06-20,,-0.801,,,1.8,1.711,0.587,0.178,0.085,0.078,,0.21,,,
2014-06-23,,-0.788,,,1.802,1.713,0.584,0.18,0.084,0.073,,0.21,,,
2014-06-24,,-0.76,,,1.812,1.716,0.582,0.175,0.085,0.073,,0.21,,,
2014-06-25,,-0.758,,,1.816,1.707,0.574,0.175,0.088,0.073,0.031,0.21,,,
2014-06-26,,-0.749,,,1.81,1.693,0.572,0.171,0.085,0.073,0.031,0.21,,,
2014-06-27,,-0.719,,,1.798,1.689,0.564,0.171,0.082,0.073,,0.21,,,
2014-06-30,,-0.684,,3.6,1.803,1.688,0.566,0.169,0.073,0.073,0.037,0.21,1.7,1.5,1.6
2014-07-01,,-0.658,,,1.791,1.672,0.559,0.17,0.069,0.067,0.044,0.21,,,
2014-07-02,,-0.665,,,1.79,1.676,0.561,0.168,0.072,0.067,0.048,0.21,,,
2014-07-03,,-0.675,,,1.791,1.682,0.566,0.168,0.074,0.067,0.046,0.21,,,
2014-07-04,,-0.68,,,1.805,1.696,0.57,0.168,0.073,0.067,,0.21,,,
2014-07-07,,-0.681,,,1.821,1.715,0.567,0.16,0.072,0.067,,0.21,,,
2014-07-08,,-0.719,,,1.813,1.702,0.557,0.16,0.061,0.062,0.028,0.21,,,
2014-07-09,,-0.723,,,1.814,1.702,0.551,0.153,0.062,0.06,0.026,0.21,,,
2014-07-10,,-0.715,,,1.836,1.72,0.546,0.153,0.062,0.058,0.026,0.21,,,
2014-07-11,,-0.713,,,1.84,1.716,0.537,0.152,0.065,0.058,,0.21,,,
2014-07-14,,-0.708,,,1.835,1.702,0.541,0.156,0.062,0.058,,0.21,,,
2014-07-15,,-0.7,,,1.831,1.699,0.544,0.155,0.062,0.058,,0.21,,,
2014-07-16,,-0.69,,,1.833,1.697,0.547,0.163,0.062,0.053,0.031,0.21,,,
2014-07-17,,-0.695,,,1.799,1.669,0.537,0.157,0.062,0.049,0.026,0.21,,,
2014-07-18,,-0.687,,,1.793,1.667,0.546,0.159,0.062,0.048,,0.21,,,
2014-07-21,,,,,,1.667,0.546,0.159,0.062,0.048,,,,,
2014-07-22,,-0.694,,,1.8,1.678,0.54,0.155,0.067,0.055,0.028,0.21,,,
2014-07-23,,-0.699,,,1.794,1.673,0.537,0.152,0.067,0.047,0.029,0.21,,,
2014-07-24,,-0.713,,,1.759,1.651,0.526,0.15,0.067,0.043,0.032,0.21,,,
2014-07-25,,-0.719,,,1.771,1.661,0.536,0.157,0.07,0.05,,0.21,,,
2014-07-28,,-0.725,,,1.756,1.647,0.535,0.156,0.073,0.055,0.038,0.21,,,
2014-07-29,,-0.733,,,1.757,1.656,0.524,0.153,0.067,0.043,0.037,0.21,,,
2014-07-30,,-0.732,,,1.774,1.671,0.53,0.153,0.071,0.055,0.038,0.21,,,
2014-07-31,,-0.731,,3.4,1.792,1.678,0.538,0.158,0.067,0.053,0.038,0.21,,,
2014-08-01,,-0.73,,,1.802,1.684,0.539,0.153,0.069,0.053,,0.21,,,
2014-08-04,,-0.725,,,1.812,1.691,0.532,0.153,0.071,0.06,,0.21,,,
2014-08-05,,-0.728,,,1.799,1.68,0.523,0.153,0.069,0.053,0.03,0.21,,,
2014-08-06,,-0.719,,,1.806,1.683,0.521,0.152,0.066,0.053,0.026,0.21,,,
2014-08-07,,-0.713,,,1.813,1.689,0.527,0.157,0.069,0.053,0.029,0.21,,,
2014-08-08,,-0.72,,,1.799,1.675,0.505,0.149,0.063,0.053,,0.21,,,
2014-08-11,,-0.711,,,1.805,1.686,0.517,0.157,0.067,0.053,,0.21,,,
2014-08-12,,-0.709,,,1.796,1.67,0.514,0.157,0.066,0.053,0.028,0.21,,,
2014-08-13,,-0.709,,,1.79,1.661,0.515,0.157,0.07,0.053,0.028,0.21,,,
2014-08-14,,-0.706,,,1.793,1.671,0.506,0.15,0.067,0.053,0.029,0.21,,,
2014-08-15,,-0.694,,,1.801,1.667,0.503,0.153,0.07,0.053,,0.21,,,
