Date,GTJPYII5Y.Govt,GTJPYII10Y.Govt,JPCPIXFF.Index,JNCPIYOY.Index,GJGB40.Index,GJGB30.Index,GJGB10.Index,GJGB5.Index,GJGB2.Index,GJGB1.Index,GJGB3M.Index,TI0003M.Index,JPINGAA5.Index,JPINGAA1.Index,JPINGAA3.Index
2009-06-29,2.741,,,,2.29,2.216,1.394,0.715,0.312,0.186,0.169,0.57455,,,
2009-06-30,2.631,,,-1.8,2.26,2.185,1.359,0.725,0.32,0.191,0.164,0.57273,,,
2009-07-01,2.554,,,,2.235,2.16,1.35,0.71,0.301,0.18,0.161,0.57182,,,
2009-07-02,2.482,,,,2.275,2.195,1.358,0.7,0.284,0.171,0.162,0.57091,,,
2009-07-03,2.404,,,,2.265,2.175,1.33,0.68,0.265,0.165,0.15,0.57,,,
2009-07-06,2.214,,,,2.255,2.16,1.311,0.675,0.264,0.167,0.155,0.56818,,,
2009-07-07,2.055,,,,2.235,2.135,1.315,0.69,0.268,0.163,0.154,0.56455,,,
2009-07-08,2.08,,,,2.22,2.12,1.295,0.678,0.264,0.163,0.163,0.56455,,,
2009-07-09,2.229,,,,2.234,2.135,1.301,0.674,0.25,0.16,0.162,0.56455,,,
2009-07-10,2.241,,,,2.25,2.153,1.305,0.67,0.248,0.16,0.165,0.56455,,,
2009-07-13,2.238,,,,2.245,2.149,1.309,0.67,0.252,0.165,0.163,0.56364,,,
2009-07-14,2.242,,,,2.28,2.183,1.344,0.689,0.259,0.17,0.168,0.56364,,,
2009-07-15,2.2,,,,2.289,2.19,1.339,0.68,0.267,0.173,0.168,0.56364,,,
2009-07-16,2.135,,,,2.31,2.209,1.344,0.68,0.27,0.174,0.168,0.56364,,,
2009-07-17,2.108,,,,2.284,2.184,1.325,0.675,0.269,0.174,0.171,0.56364,,,
2009-07-20,2.108,,,,,2.184,1.325,0.71,0.267,0.179,0.171,,,,
2009-07-21,2.09,,,,2.335,2.235,1.37,0.7,0.279,0.182,0.174,0.56273,,,
2009-07-22,2.092,,,,2.355,2.256,1.391,0.715,0.285,0.183,0.175,0.56182,,,
2009-07-23,2.104,,,,2.395,2.295,1.391,0.701,0.284,0.186,0.168,0.56091,,,
2009-07-24,2.112,,,,2.419,2.32,1.383,0.685,0.276,0.185,0.175,0.56091,,,
2009-07-27,2.023,,,,2.42,2.32,1.397,0.68,0.271,0.186,0.168,0.56091,,,
2009-07-28,1.98,,,,2.404,2.305,1.396,0.679,0.27,0.187,0.169,0.56091,,,
2009-07-29,1.97,,,,2.38,2.279,1.382,0.686,0.274,0.185,0.171,0.56,,,
2009-07-30,1.96,,,,2.41,2.31,1.396,0.692,0.275,0.185,0.171,0.55909,,,
2009-07-31,1.97,,,-2.2,2.466,2.335,1.419,0.714,0.285,0.191,0.169,0.55727,,,
2009-08-03,1.991,,,,2.465,2.335,1.445,0.73,0.286,0.203,0.168,0.55636,,,
2009-08-04,2.07,,,,2.489,2.354,1.459,0.725,0.281,0.199,0.169,0.55636,,,
2009-08-05,2.139,,,,2.464,2.33,1.44,0.716,0.275,0.193,0.167,0.55636,,,
2009-08-06,2.34,,,,2.46,2.32,1.445,0.725,0.275,0.189,0.157,0.55636,,,
2009-08-07,2.307,,,,2.465,2.33,1.44,0.724,0.273,0.179,0.152,0.55636,,,
2009-08-10,2.307,,,,2.5,2.369,1.464,0.749,0.28,0.18,0.153,0.55545,,,
2009-08-11,2.279,,,,2.501,2.37,1.455,0.75,0.28,0.18,0.153,0.55364,,,
2009-08-12,2.286,,,,2.47,2.345,1.425,0.729,0.275,0.177,0.156,0.55364,,,
2009-08-13,2.284,,,,2.435,2.315,1.416,0.725,0.275,0.176,0.155,0.55273,,,
2009-08-14,2.276,,,,2.405,2.29,1.385,0.702,0.27,0.176,0.151,0.55273,,,
2009-08-17,2.275,,,,2.37,2.26,1.35,0.679,0.266,0.177,0.153,0.55273,,,
2009-08-18,2.252,,,,2.38,2.27,1.35,0.665,0.266,0.178,0.153,0.55273,,,
2009-08-19,2.215,,,,2.395,2.29,1.349,0.655,0.261,0.175,0.156,0.55273,,,
2009-08-20,2.198,,,,2.403,2.303,1.35,0.66,0.253,0.173,0.155,0.55273,,,
2009-08-21,2.197,,,,2.375,2.271,1.315,0.636,0.251,0.172,0.155,0.55273,,,
2009-08-24,2.15,,,,2.395,2.29,1.33,0.645,0.25,0.172,0.154,0.55273,,,
2009-08-25,2.119,,,,2.381,2.275,1.33,0.636,0.247,0.174,0.154,0.55273,,,
2009-08-26,2.05,,,,2.36,2.251,1.316,0.63,0.245,0.172,0.156,0.55273,,,
2009-08-27,1.971,,,,2.34,2.23,1.305,0.625,0.245,0.171,0.157,0.55273,,,
2009-08-28,1.932,,,,2.334,2.23,1.315,0.621,0.254,0.171,0.154,0.55091,,,
2009-08-31,1.915,,,-2.2,2.33,2.234,1.31,0.614,0.254,0.169,0.159,0.54818,,,
2009-09-01,1.862,,,,2.32,2.235,1.295,0.609,0.253,0.169,0.158,0.54727,,,
2009-09-02,1.806,,,,2.295,2.22,1.318,0.592,0.249,0.166,0.161,0.54636,,,
2009-09-03,1.769,,,,2.26,2.19,1.31,0.599,0.246,0.167,0.157,0.54545,,,
2009-09-04,1.76,,,,2.245,2.19,1.331,0.611,0.244,0.168,0.156,0.54455,,,
2009-09-07,1.76,,,,2.295,2.235,1.364,0.636,0.245,0.165,0.159,0.54364,,,
2009-09-08,1.776,,,,2.286,2.22,1.335,0.606,0.245,0.166,0.158,0.54364,,,
2009-09-09,1.773,,,,2.285,2.221,1.333,0.617,0.232,0.166,0.161,0.54273,,,
2009-09-10,1.784,,,,2.285,2.225,1.33,0.605,0.221,0.163,0.159,0.54091,,,
2009-09-11,1.786,,,,2.265,2.199,1.31,0.585,0.215,0.158,0.16,0.54,,,
2009-09-14,1.81,,,,2.254,2.184,1.3,0.57,0.215,0.158,0.159,0.53818,,,
2009-09-15,1.807,,,,2.269,2.2,1.321,0.59,0.215,0.159,0.158,0.53727,,,
2009-09-16,1.745,,,,2.284,2.215,1.329,0.591,0.215,0.156,0.165,0.53636,,,
2009-09-17,1.741,,,,2.29,2.22,1.348,0.615,0.22,0.166,0.162,0.53636,,,
2009-09-18,1.707,,,,2.27,2.204,1.348,0.629,0.229,0.165,0.164,0.53636,,,
2009-09-21,1.707,,,,,2.2,1.35,0.63,0.23,0.17,0.169,,,,
2009-09-22,1.707,,,,,2.2,1.35,0.63,0.23,0.17,0.169,,,,
2009-09-23,1.707,,,,,2.2,1.35,0.63,0.23,0.17,0.169,,,,
2009-09-24,1.664,,,,2.245,2.18,1.328,0.606,0.226,0.166,0.166,0.53636,,,
2009-09-25,1.662,,,,2.215,2.17,1.318,0.59,0.22,0.167,0.161,0.53636,,,
2009-09-28,1.701,,,,2.19,2.145,1.29,0.585,0.228,0.169,0.159,0.53636,,,
2009-09-29,1.714,,,,2.22,2.168,1.29,0.586,0.23,0.169,0.158,0.54455,,,
2009-09-30,1.693,,,-2.2,2.25,2.199,1.301,0.601,0.25,0.171,0.152,0.54273,,,
2009-10-01,1.654,,,,2.26,2.21,1.3,0.594,0.246,0.171,0.149,0.54182,,,
2009-10-02,1.61,,,,2.23,2.179,1.26,0.564,0.24,0.173,0.148,0.54182,,,
2009-10-05,1.59,,,,2.235,2.18,1.269,0.574,0.24,0.174,0.159,0.54091,,,
2009-10-06,1.579,,,,2.225,2.163,1.25,0.565,0.24,0.173,0.162,0.54,,,
2009-10-07,1.637,,,,2.235,2.169,1.27,0.584,0.245,0.174,0.165,0.53909,,,
2009-10-08,1.647,,,,2.224,2.145,1.27,0.594,0.254,0.175,0.158,0.53636,,,
2009-10-09,1.659,,,,2.234,2.175,1.29,0.615,0.26,0.177,0.156,0.53636,,,
2009-10-12,1.659,,,,,2.175,1.29,0.615,0.26,0.177,0.156,,,,
2009-10-13,1.683,,,,2.249,2.19,1.305,0.615,0.26,0.178,0.158,0.53636,,,
2009-10-14,1.713,,,,2.255,2.2,1.305,0.605,0.251,0.175,0.161,0.53636,,,
2009-10-15,1.733,,,,2.275,2.226,1.32,0.62,0.254,0.177,0.165,0.53636,,,
2009-10-16,1.735,,,,2.309,2.265,1.335,0.626,0.251,0.177,0.164,0.53636,,,
2009-10-19,1.751,,,,2.29,2.249,1.345,0.63,0.254,0.178,0.163,0.53636,,,
2009-10-20,1.763,,,,2.323,2.285,1.359,0.64,0.259,0.178,0.163,0.53636,,,
2009-10-21,1.797,,,,2.341,2.295,1.356,0.631,0.26,0.176,0.166,0.53636,,,
2009-10-22,1.798,,,,2.36,2.31,1.371,0.65,0.268,0.178,0.162,0.53636,,,
2009-10-23,1.82,,,,2.33,2.275,1.369,0.664,0.278,0.178,0.164,0.53636,,,
2009-10-26,1.835,,,,2.365,2.305,1.404,0.699,0.289,0.182,0.163,0.53545,,,
2009-10-27,1.834,,,,2.36,2.295,1.41,0.705,0.286,0.183,0.162,0.53545,,,
2009-10-28,1.84,,,,2.37,2.301,1.43,0.709,0.276,0.18,0.165,0.53545,,,
2009-10-29,1.851,,,,2.369,2.295,1.414,0.679,0.266,0.179,0.167,0.53455,,,
2009-10-30,1.851,,,,2.36,2.28,1.415,0.679,0.264,0.18,0.165,0.53364,,,
2009-10-31,,,,-2.5,,,,,,,,,,,
2009-11-02,1.841,,,,2.315,2.23,1.385,0.655,0.259,0.182,0.168,0.53091,,,
2009-11-03,1.841,,,,,2.23,1.385,0.655,0.26,0.182,0.168,,,,
2009-11-04,1.839,,,,2.325,2.24,1.41,0.683,0.277,0.182,0.17,0.52727,,,
2009-11-05,1.843,,,,2.344,2.265,1.45,0.705,0.284,0.185,0.172,0.52636,,,
2009-11-06,1.814,,,,2.345,2.27,1.454,0.709,0.276,0.186,0.168,0.52545,,,
2009-11-09,1.785,,,,2.365,2.29,1.478,0.723,0.276,0.188,0.172,0.52545,,,
2009-11-10,1.74,,,,2.368,2.305,1.475,0.714,0.27,0.189,0.173,0.52455,,,
2009-11-11,1.637,,,,2.33,2.264,1.436,0.695,0.265,0.187,0.17,0.52455,,,
2009-11-12,1.6,,,,2.326,2.261,1.38,0.656,0.264,0.186,0.164,0.52455,,,
2009-11-13,1.515,,,,2.316,2.246,1.345,0.628,0.257,0.186,0.161,0.52455,,,
2009-11-16,1.459,,,,2.315,2.24,1.34,0.621,0.252,0.187,0.163,0.52364,,,
2009-11-17,1.368,,,,2.295,2.215,1.311,0.592,0.246,0.187,0.164,0.52364,,,
2009-11-18,1.367,,,,2.3,2.22,1.305,0.589,0.242,0.184,0.167,0.52364,,,
2009-11-19,1.425,,,,2.274,2.2,1.306,0.594,0.24,0.185,0.168,0.52364,,,
2009-11-20,1.464,,,,2.266,2.195,1.313,0.599,0.249,0.187,0.166,0.52364,,,
2009-11-23,1.464,,,,,2.195,1.315,0.599,0.25,0.19,0.166,,,,
2009-11-24,1.574,,,,2.255,2.189,1.3,0.598,0.255,0.188,0.167,0.52364,,,
2009-11-25,1.595,,,,2.26,2.203,1.305,0.595,0.247,0.182,0.17,0.52364,,,
2009-11-26,1.583,,,,2.235,2.183,1.29,0.58,0.249,0.181,0.167,0.52364,,,
2009-11-27,1.551,,,,2.2,2.155,1.256,0.544,0.235,0.18,0.166,0.52091,,,
2009-11-30,1.553,,,-1.9,2.21,2.165,1.266,0.545,0.234,0.182,0.168,0.51727,,,
2009-12-01,1.541,,,,2.16,2.11,1.202,0.466,0.179,0.145,0.143,0.51364,,,
2009-12-02,1.53,,,,2.145,2.105,1.255,0.484,0.183,0.141,0.135,0.49364,,,
2009-12-03,1.524,,,,2.178,2.145,1.271,0.485,0.179,0.142,0.132,0.48727,,,
2009-12-04,1.524,,,,2.229,2.195,1.295,0.495,0.182,0.144,0.131,0.48364,,,
2009-12-07,1.525,,,,2.235,2.205,1.291,0.505,0.183,0.141,0.137,0.48091,,,
2009-12-08,1.504,,,,2.26,2.218,1.275,0.499,0.191,0.145,0.138,0.47909,,,
2009-12-09,1.516,,,,2.245,2.2,1.245,0.479,0.189,0.147,0.139,0.47727,,,
2009-12-10,1.533,,,,2.249,2.201,1.251,0.484,0.184,0.147,0.137,0.47364,,,
2009-12-11,1.549,,,,2.299,2.25,1.288,0.494,0.181,0.148,0.136,0.47091,,,
2009-12-14,1.567,,,,2.3,2.255,1.308,0.515,0.175,0.148,0.137,0.46818,,,
2009-12-15,1.578,,,,2.31,2.27,1.289,0.504,0.175,0.149,0.138,0.46455,,,
2009-12-16,1.646,,,,2.344,2.3,1.265,0.485,0.174,0.148,0.14,0.46364,,,
2009-12-17,1.604,,,,2.325,2.275,1.255,0.499,0.174,0.148,0.137,0.46364,,,
2009-12-18,1.483,,,,2.295,2.245,1.236,0.464,0.169,0.143,0.132,0.46364,,,
2009-12-21,1.361,,,,2.28,2.231,1.226,0.44,0.168,0.143,0.133,0.46273,,,
2009-12-22,1.331,,,,2.32,2.274,1.259,0.463,0.171,0.142,0.134,0.46273,,,
2009-12-23,1.331,,,,,2.27,1.26,0.463,0.17,0.144,0.134,,,,
2009-12-24,1.336,,,,2.325,2.279,1.27,0.47,0.171,0.142,0.137,0.46273,,,
2009-12-25,1.308,,,,2.325,2.278,1.28,0.478,0.17,0.142,0.136,0.46273,,,
2009-12-28,1.326,,,,2.35,2.304,1.31,0.494,0.171,0.141,0.142,0.46273,,,
2009-12-29,1.308,,,,2.344,2.296,1.305,0.484,0.161,0.141,0.14,0.46455,,,
2009-12-30,1.271,,,,2.325,2.275,1.295,0.473,0.151,0.137,0.139,0.46364,,,
2009-12-31,1.271,,,-1.7,,2.275,1.295,0.473,0.152,0.139,0.139,,,,
2010-01-01,1.271,,,,,2.275,1.295,0.473,0.152,0.139,0.139,,,,
2010-01-04,1.245,,,,2.34,2.29,1.329,0.499,0.16,0.139,0.137,0.46182,,,
2010-01-05,1.129,,,,2.35,2.299,1.335,0.494,0.16,0.138,0.138,0.46,,,
2010-01-06,1.125,,,,2.36,2.305,1.341,0.505,0.165,0.137,0.141,0.45818,,,
2010-01-07,1.137,,,,2.38,2.324,1.35,0.51,0.165,0.137,0.137,0.45636,,,
2010-01-08,1.177,,,,2.385,2.325,1.365,0.525,0.175,0.138,0.136,0.45636,,,
2010-01-11,1.177,,,,,2.325,1.365,0.525,0.175,0.14,0.136,,,,
2010-01-12,1.265,,,,2.385,2.319,1.36,0.519,0.175,0.139,0.137,0.45636,,,
2010-01-13,1.294,,,,2.385,2.308,1.336,0.51,0.169,0.137,0.137,0.45636,,,
2010-01-14,1.235,,,,2.354,2.29,1.341,0.526,0.167,0.137,0.132,0.45636,,,
2010-01-15,1.165,,,,2.35,2.285,1.33,0.524,0.165,0.138,0.131,0.45636,,,
2010-01-18,1.153,,,,2.355,2.29,1.325,0.524,0.165,0.139,0.132,0.45636,,,
2010-01-19,1.17,,,,2.374,2.308,1.335,0.519,0.165,0.139,0.133,0.45545,,,
2010-01-20,1.206,,,,2.375,2.314,1.339,0.519,0.165,0.135,0.135,0.45545,,,
2010-01-21,1.193,,,,2.375,2.316,1.349,0.53,0.165,0.134,0.133,0.45545,,,
2010-01-22,1.165,,,,2.36,2.304,1.33,0.518,0.165,0.129,0.126,0.45545,,,
2010-01-25,1.19,,,,2.364,2.31,1.345,0.524,0.165,0.129,0.128,0.45545,,,
2010-01-26,1.247,,,,2.345,2.29,1.325,0.506,0.165,0.129,0.128,0.45545,,,
2010-01-27,1.257,,,,2.345,2.288,1.315,0.494,0.164,0.124,0.13,0.45545,,,
2010-01-28,1.274,,,,2.34,2.285,1.319,0.5,0.16,0.122,0.127,0.45455,,,
2010-01-29,1.25,,,,2.35,2.295,1.325,0.5,0.164,0.124,0.126,0.45364,,,
2010-01-31,,,,-1.3,,,,,,,,,,,
2010-02-01,1.246,,,,2.36,2.305,1.34,0.51,0.165,0.124,0.128,0.45182,,,
2010-02-02,1.267,,,,2.38,2.325,1.355,0.529,0.164,0.123,0.127,0.45091,,,
2010-02-03,1.26,,,,2.39,2.335,1.364,0.535,0.165,0.123,0.13,0.45,,,
2010-02-04,1.293,,,,2.395,2.338,1.385,0.55,0.166,0.123,0.127,0.44727,,,
2010-02-05,1.282,,,,2.384,2.33,1.374,0.535,0.165,0.123,0.126,0.44727,,,
2010-02-08,1.267,,,,2.38,2.325,1.365,0.524,0.163,0.124,0.129,0.44727,,,
2010-02-09,1.287,,,,2.38,2.321,1.346,0.52,0.165,0.123,0.129,0.44636,,,
2010-02-10,1.349,,,,2.39,2.331,1.335,0.515,0.165,0.123,0.132,0.44636,,,
2010-02-11,1.349,,,,,2.334,1.335,0.515,0.165,0.124,0.132,,,,
2010-02-12,1.403,,,,2.385,2.326,1.335,0.525,0.165,0.123,0.131,0.44636,,,
2010-02-15,1.442,,,,2.4,2.34,1.33,0.519,0.165,0.124,0.132,0.44636,,,
2010-02-16,1.468,,,,2.41,2.353,1.33,0.51,0.165,0.124,0.133,0.44636,,,
2010-02-17,1.468,,,,2.403,2.35,1.331,0.51,0.161,0.124,0.136,0.44636,,,
2010-02-18,1.454,,,,2.4,2.345,1.325,0.506,0.16,0.123,0.132,0.44636,,,
2010-02-19,1.445,,,,2.405,2.355,1.34,0.515,0.16,0.124,0.131,0.44636,,,
2010-02-22,1.433,,,,2.404,2.355,1.351,0.53,0.16,0.124,0.132,0.44636,,,
2010-02-23,1.491,,,,2.39,2.34,1.34,0.525,0.16,0.124,0.133,0.44636,,,
2010-02-24,1.506,,,,2.388,2.34,1.329,0.515,0.16,0.123,0.136,0.44636,,,
2010-02-25,1.549,,,,2.374,2.324,1.305,0.5,0.16,0.122,0.137,0.44636,,,
2010-02-26,1.572,,,,2.36,2.31,1.305,0.505,0.165,0.123,0.136,0.44636,,,
2010-02-28,,,,-1.1,,,,,,,,,,,
2010-03-01,1.601,,,,2.36,2.315,1.315,0.51,0.165,0.125,0.138,0.44636,,,
2010-03-02,1.588,,,,2.365,2.319,1.304,0.504,0.165,0.124,0.134,0.44636,,,
2010-03-03,1.589,,,,2.365,2.324,1.34,0.505,0.165,0.123,0.136,0.44636,,,
2010-03-04,1.635,,,,2.37,2.334,1.335,0.489,0.156,0.122,0.132,0.44636,,,
2010-03-05,1.657,,,,2.36,2.329,1.315,0.474,0.151,0.123,0.126,0.44636,,,
2010-03-08,1.703,,,,2.369,2.335,1.325,0.479,0.15,0.125,0.128,0.44636,,,
2010-03-09,1.662,,,,2.353,2.315,1.313,0.474,0.15,0.124,0.128,0.44636,,,
2010-03-10,1.577,,,,2.345,2.29,1.31,0.478,0.15,0.123,0.13,0.44636,,,
2010-03-11,1.553,,,,2.35,2.295,1.325,0.484,0.15,0.123,0.132,0.44545,,,
2010-03-12,1.526,,,,2.344,2.29,1.349,0.525,0.15,0.123,0.131,0.44545,,,
2010-03-15,1.546,,,,2.35,2.297,1.349,0.52,0.15,0.124,0.132,0.44545,,,
2010-03-16,1.553,,,,2.37,2.312,1.35,0.51,0.15,0.123,0.133,0.44545,,,
2010-03-17,1.552,,,,2.37,2.315,1.355,0.515,0.15,0.121,0.132,0.44545,,,
2010-03-18,1.552,,,,2.365,2.312,1.374,0.533,0.15,0.123,0.132,0.44545,,,
2010-03-19,1.552,,,,2.35,2.3,1.37,0.53,0.15,0.123,0.131,0.44545,,,
2010-03-22,1.552,,,,,2.3,1.37,0.53,0.15,0.125,0.131,,,,
2010-03-23,1.552,,,,2.33,2.28,1.355,0.514,0.15,0.124,0.133,0.44545,,,
2010-03-24,1.504,,,,2.31,2.265,1.346,0.51,0.15,0.123,0.136,0.44545,,,
2010-03-25,1.505,,,,2.31,2.269,1.369,0.534,0.156,0.123,0.132,0.44545,,,
2010-03-26,1.505,,,,2.309,2.271,1.385,0.553,0.168,0.123,0.131,0.44455,,,
2010-03-29,1.519,,,,2.345,2.305,1.408,0.564,0.175,0.124,0.132,0.44455,,,
2010-03-30,1.53,,,,2.355,2.315,1.4,0.554,0.175,0.124,0.133,0.44182,,,
2010-03-31,1.526,,,-1.1,2.34,2.3,1.4,0.559,0.181,0.123,0.135,0.43818,,,
2010-04-01,1.504,,,,2.31,2.27,1.364,0.533,0.176,0.123,0.134,0.43538,,,
2010-04-02,1.435,,,,2.275,2.235,1.364,0.535,0.175,0.123,0.133,0.43308,,,
2010-04-05,1.449,,,,2.275,2.234,1.39,0.549,0.175,0.134,0.132,0.42923,,,
2010-04-06,1.425,,,,2.285,2.254,1.405,0.554,0.171,0.134,0.132,0.42308,,,
2010-04-07,1.425,,,,2.295,2.26,1.406,0.56,0.168,0.132,0.132,0.41923,,,
2010-04-08,1.429,,,,2.265,2.22,1.39,0.554,0.166,0.134,0.132,0.41692,,,
2010-04-09,1.427,,,,2.269,2.225,1.39,0.551,0.165,0.134,0.131,0.41462,,,
2010-04-12,1.43,,,,2.28,2.235,1.405,0.56,0.165,0.135,0.132,0.41385,,,
2010-04-13,1.382,,,,2.285,2.231,1.385,0.54,0.165,0.135,0.133,0.41077,,,
2010-04-14,1.359,,,,2.295,2.236,1.375,0.539,0.165,0.134,0.136,0.40923,,,
2010-04-15,1.357,,,,2.295,2.236,1.37,0.535,0.17,0.134,0.132,0.40692,,,
2010-04-16,1.345,,,,2.285,2.226,1.35,0.52,0.17,0.134,0.131,0.40538,,,
2010-04-19,1.315,,,,2.275,2.212,1.321,0.496,0.166,0.134,0.133,0.40462,,,
2010-04-20,1.29,,,,2.275,2.216,1.33,0.5,0.165,0.134,0.132,0.40385,,,
2010-04-21,1.288,,,,2.274,2.22,1.34,0.505,0.165,0.133,0.135,0.40385,,,
2010-04-22,1.288,,,,2.255,2.201,1.321,0.49,0.165,0.134,0.13,0.40308,,,
2010-04-23,1.3,,,,2.235,2.185,1.32,0.486,0.165,0.134,0.13,0.40308,,,
2010-04-26,1.3,,,,2.225,2.18,1.33,0.5,0.169,0.134,0.133,0.40308,,,
2010-04-27,1.279,,,,2.2,2.161,1.315,0.495,0.169,0.132,0.136,0.40308,,,
2010-04-28,1.256,,,,2.191,2.15,1.292,0.469,0.172,0.132,0.135,0.40154,,,
2010-04-29,1.261,,,,,2.149,1.289,0.465,0.17,0.133,0.134,,,,
2010-04-30,1.254,,,-1.2,2.17,2.13,1.29,0.47,0.17,0.132,0.138,0.39923,,,
2010-05-03,1.254,,,,,2.13,1.289,0.47,0.17,0.134,0.138,,,,
2010-05-04,1.254,,,,,2.13,1.29,0.47,0.17,0.134,0.138,,,,
2010-05-05,1.254,,,,,2.13,1.29,0.47,0.17,0.134,0.138,,,,
2010-05-06,1.249,,,,2.155,2.115,1.279,0.465,0.17,0.134,0.134,0.39538,,,
2010-05-07,1.25,,,,2.185,2.14,1.284,0.465,0.17,0.134,0.131,0.39538,,,
2010-05-10,1.262,,,,2.2,2.155,1.314,0.488,0.17,0.135,0.128,0.39538,,,
2010-05-11,1.263,,,,2.215,2.17,1.32,0.479,0.17,0.134,0.127,0.39462,,,
2010-05-12,1.264,,,,2.21,2.162,1.307,0.466,0.167,0.133,0.13,0.39308,,,
2010-05-13,1.251,,,,2.215,2.171,1.316,0.472,0.165,0.134,0.125,0.39077,,,
2010-05-14,1.253,,,,2.228,2.18,1.305,0.464,0.165,0.133,0.125,0.39077,,,
2010-05-17,1.24,,,,2.23,2.18,1.29,0.455,0.165,0.134,0.127,0.39,,,
2010-05-18,1.24,,,,2.245,2.195,1.305,0.465,0.169,0.135,0.128,0.39,,,
2010-05-19,1.247,,,,2.25,2.2,1.295,0.453,0.17,0.134,0.129,0.39,,,
2010-05-20,1.259,,,,2.195,2.145,1.265,0.434,0.164,0.134,0.12,0.39,,,
2010-05-21,1.355,,,,2.141,2.095,1.245,0.425,0.164,0.134,0.12,0.39,,,
2010-05-24,1.415,,,,2.15,2.105,1.259,0.44,0.168,0.134,0.123,0.39,,,
2010-05-25,1.419,,,,2.125,2.083,1.221,0.423,0.165,0.135,0.123,0.39,,,
2010-05-26,1.657,,,,2.08,2.039,1.215,0.424,0.165,0.133,0.124,0.39,,,
2010-05-27,1.807,,,,2.119,2.078,1.255,0.445,0.166,0.134,0.125,0.39,,,
2010-05-28,1.834,,,,2.119,2.074,1.259,0.44,0.165,0.134,0.125,0.39,,,
2010-05-31,1.842,,,-0.9,2.139,2.09,1.265,0.438,0.17,0.134,0.127,0.39,,,
2010-06-01,1.783,,,,2.15,2.1,1.254,0.433,0.166,0.135,0.128,0.39,,,
2010-06-02,1.739,,,,2.144,2.091,1.275,0.42,0.165,0.135,0.13,0.39,,,
2010-06-03,1.693,,,,2.136,2.08,1.285,0.415,0.161,0.134,0.125,0.39,,,
2010-06-04,1.663,,,,2.155,2.095,1.275,0.394,0.156,0.134,0.125,0.39,,,
2010-06-07,1.631,,,,2.115,2.055,1.231,0.378,0.155,0.135,0.127,0.39,,,
2010-06-08,1.623,,,,2.135,2.07,1.239,0.39,0.155,0.135,0.128,0.39,,,
2010-06-09,1.623,,,,2.115,2.05,1.21,0.379,0.155,0.134,0.13,0.39,,,
2010-06-10,1.629,,,,2.11,2.045,1.211,0.385,0.155,0.133,0.125,0.39,,,
2010-06-11,1.608,,,,2.12,2.055,1.237,0.429,0.16,0.133,0.125,0.39,,,
2010-06-14,1.599,,,,2.109,2.045,1.239,0.425,0.16,0.135,0.127,0.39,,,
2010-06-15,1.557,,,,2.121,2.055,1.235,0.419,0.16,0.135,0.128,0.39,,,
2010-06-16,1.534,,,,2.129,2.065,1.245,0.42,0.16,0.134,0.13,0.39,,,
2010-06-17,1.533,,,,2.136,2.07,1.23,0.413,0.16,0.134,0.125,0.39,,,
2010-06-18,1.418,,,,2.119,2.054,1.206,0.405,0.159,0.134,0.125,0.39,,,
2010-06-21,1.324,,,,2.139,2.071,1.223,0.409,0.16,0.134,0.127,0.39,,,
2010-06-22,1.2,,,,2.11,2.036,1.195,0.394,0.156,0.134,0.128,0.39,,,
2010-06-23,1.205,,,,2.075,2.007,1.175,0.394,0.155,0.133,0.13,0.39,,,
2010-06-24,1.205,,,,2.023,1.956,1.148,0.39,0.155,0.133,0.125,0.39,,,
2010-06-25,1.205,,,,2.015,1.947,1.15,0.389,0.16,0.133,0.126,0.39,,,
2010-06-28,1.226,,,,2.024,1.961,1.159,0.385,0.16,0.135,0.128,0.39,,,
2010-06-29,1.302,,,,1.985,1.926,1.118,0.363,0.155,0.135,0.128,0.39,,,
2010-06-30,1.311,,,-0.7,1.934,1.881,1.091,0.354,0.155,0.134,0.13,0.38846,,,
2010-07-01,1.328,,,,1.885,1.835,1.069,0.333,0.152,0.133,0.125,0.38615,,,
2010-07-02,1.335,,,,1.884,1.835,1.103,0.339,0.15,0.133,0.125,0.38308,,,
2010-07-05,1.34,,,,1.905,1.855,1.115,0.344,0.15,0.134,0.126,0.38,,,
2010-07-06,1.376,,,,1.929,1.885,1.135,0.35,0.15,0.134,0.127,0.38,,,
2010-07-07,1.364,,,,1.965,1.919,1.147,0.354,0.15,0.139,0.13,0.38,,,
2010-07-08,1.351,,,,1.99,1.944,1.149,0.364,0.15,0.139,0.128,0.38,,,
2010-07-09,1.355,,,,2.015,1.971,1.164,0.38,0.15,0.139,0.125,0.38,,,
2010-07-12,1.432,,,,1.959,1.914,1.13,0.369,0.151,0.14,0.127,0.38,,,
2010-07-13,1.434,,,,1.959,1.911,1.135,0.375,0.151,0.139,0.128,0.38,,,
2010-07-14,1.419,,,,1.975,1.92,1.149,0.384,0.15,0.139,0.13,0.38,,,
2010-07-15,1.354,,,,1.914,1.859,1.09,0.354,0.149,0.14,0.125,0.38,,,
2010-07-16,1.356,,,,1.919,1.86,1.095,0.355,0.149,0.135,0.125,0.38,,,
2010-07-19,1.356,,,,,1.86,1.095,0.355,0.149,0.135,0.125,,,,
2010-07-20,1.383,,,,1.93,1.87,1.1,0.353,0.149,0.135,0.128,0.38,,,
