Date,USDSGD.Curncy,EURUSD.Curncy,USDJPY.Curncy,EURJPY.Curncy,EURGBP.Curncy,BCOM.Index,STI.Index,USGG10YR.Index,MASB2Y.Index,MASB5Y.Index,MASB10Y.Index,SDBS10.Curncy,SGD3M.Curncy,SDO3M.Curncy,CTTWBRSG.Index,CTTWBSGD.Index,USDSGDV3M.Curncy,USDSGDV6M.Curncy,USDSGDV1Y.Curncy,EURUSDV3M.Curncy,EURUSDV6M.Curncy,EURUSDV1Y.Curncy,USDJPYV3M.Curncy,USDJPYV6M.Curncy,USDJPYV1Y.Curncy,SDSOAA.Curncy,SDSOAC.Curncy,SIBF1M.Index,SIBF3M.Index,EUR003M.Index,USOSFRA.Curncy,USOSFRC.Curncy,US0001M.Index,US0003M.Index,SIBCSORA.Index,FEDL01.Index,SOFRRATE.Index,US00O.N.Index,EUBS1.Curncy,JYBS1.Curncy,XAUUSD.Curncy,GDBR10.Index,SDSOA5.Curncy,SDSW5.Curncy,SDSOA10.Curncy,SDSW10.Curncy,VIX.Index,VIX3M.Index,V2X.Index,MOVE.Index,DXY.Curncy,DBS.SP.Equity,OCBC.SP.Equity,UOB.SP.Equity,EUXOQQ1.BGN.Curncy,JYBSS12M.Curncy
2013-05-30,1.2575,1.305,100.73,131.43,0.85672,131.3124,3336.01,2.111,0.328,1.061,1.8342,-19,0.05,-0.7,99.4118,96.7078,6.07,6.1575,6.375,8.64,8.855,9.16,13.0025,12.46,12.0125,,,0.30875,0.37333,0.2,0.1446,0.1464,0.19378,0.27465,0.0761,0.08,,0.1341,-19.5,-16.7747,1414,1.517,,1.215,,2.153,14.53,16.01,18.8641,77.4134,83.042,15.427,10.284,21.2,,
2013-05-31,1.2643,1.2999,100.45,130.64,0.85515,130.6295,3311.37,2.1282,0.304,0.959,1.8061,-18.5,-0.15,-0.7,99.73,97.0142,6.095,6.18,6.4,8.67,8.86,9.21,12.9825,12.5,12.1,,,0.31125,0.37333,0.2,0.1476,0.1514,0.19428,0.27525,0.0537,0.09,,0.1322,-19.2,-16.875,1387.8,1.505,,1.17,,2.11,16.3,17.13,19.6048,79.9852,83.375,15.6,10.041,21.42,,
2013-06-03,1.2523,1.3076,99.53,130.15,0.8534,131.8161,3291.08,2.1193,0.31,0.981,1.8474,-20.5,-0.45,-0.72,99.9164,97.1862,6.095,6.2475,6.47,8.6775,8.92,9.2,13.1075,12.6075,12.195,,,0.31042,0.37333,0.2,0.1446,0.1482,0.19398,0.27325,0.0341,0.1,,0.1338,-18.4,-16.75,1411.35,1.522,,1.225,,2.17,16.28,17.22,21.3772,79.2288,82.656,15.318,10.196,21,,
2013-06-04,1.2522,1.3081,100.03,130.84,0.85427,132.1328,3291.35,2.1462,0.286,0.889,1.8114,-20.5,-0.8,-1.1,100.0917,97.3536,5.905,6.0975,6.4,8.505,8.7525,9.1225,13.0125,12.5425,12.1325,,,0.30992,0.3725,0.2,0.1453,0.1483,0.19328,0.27395,0.0394,0.11,,0.1343,-18,-17,1399.56,1.543,,1.185,,2.135,16.27,17.26,21.0043,82.7881,82.769,15.109,10.186,20.92,,
2013-06-05,1.2495,1.3093,99.06,129.7,0.84986,132.1761,3243.43,2.0892,0.214,0.827,1.7944,-19.5,-2.25,-1.95,100.4487,97.6977,6.01,6.1175,6.42,8.33,8.61,8.9775,12.83,12.3925,12.0275,,,0.30958,0.37333,0.2,0.1466,0.1492,0.19328,0.27445,0.0435,0.09,,0.133,-18,-17.5,1403.43,1.511,,1.148,,2.09,17.5,18,22.2683,83.6421,82.594,14.909,10.07,20.78,,
2013-06-06,1.2444,1.3246,96.97,128.45,0.84902,131.7512,3193.51,2.0769,0.214,0.784,1.7487,-19.5,-1.75,-2.15,100.4295,97.6758,6.02,6.1475,6.425,8.425,8.5575,8.9425,13.2425,12.645,12.31,,,0.30958,0.37333,0.2,0.1459,0.1488,0.19288,0.27425,0.0211,0.1,,0.133,-17.5,-17,1413.97,1.521,,1.13,,2.0675,16.63,17.55,22.1956,84.7485,81.537,14.564,9.904,20.33,,
2013-06-07,1.2489,1.3218,97.56,128.96,0.84968,131.2979,3184.72,2.1718,0.22,0.853,1.8271,-19.5,-1.95,-2.35,100.5896,97.8284,6.0825,6.2025,6.535,8.245,8.4625,8.8425,13.725,13.065,12.5875,,,0.30958,0.37333,0.203,0.1441,0.1494,0.19238,0.27515,0.018,0.09,,0.1326,-17.75,-18,1382.97,1.546,,1.16,,2.11,15.14,16.72,19.9529,81.5289,81.669,14.518,9.846,20.11,,
2013-06-10,1.2576,1.3257,98.76,130.93,0.85133,130.5902,3200.51,2.2097,0.238,0.918,1.9382,-19.5,-1.85,-2.25,100.0723,97.3159,6.645,6.62,6.83,8.2225,8.4025,8.8225,13.925,13.135,12.645,,,0.30958,0.37333,0.204,0.1396,0.14645,0.1925,0.27415,0.0177,0.09,,0.1329,-17.5,-17.7748,1386.5,1.601,,1.278,,2.24,15.44,16.73,19.5903,84.7485,81.646,14.627,9.856,20.08,,
2013-06-11,1.2543,1.3313,96.03,127.84,0.85096,129.9455,3170.38,2.1846,0.268,1.102,2.1357,-20.5,-1.35,-1.65,99.8264,97.0736,6.925,6.8575,7.025,8.29,8.5,8.915,14.045,13.315,12.7825,,,0.30958,0.37333,0.205,0.1416,0.1462,0.1925,0.27225,0.0291,0.09,,0.1314,-18.25,-19.5,1378.33,1.6,,1.475,,2.438,17.07,17.91,21.0051,82.3352,81.113,14.591,9.817,20.12,,
2013-06-12,1.256,1.3337,96.02,128.06,0.85056,130.1121,3153.48,2.228,0.281,1.137,2.1872,-20.5,-1.5,-1.65,99.9684,97.2085,6.805,6.8225,7.0025,8.33,8.535,8.88,14.63,13.7925,13.155,,,0.30917,0.3725,0.208,0.1416,0.1495,0.1925,0.27325,0.0273,0.08,,0.1314,-18,-23.5,1389.02,1.585,,1.41,,2.37,18.59,19.07,21.7413,81.8907,80.947,14.482,9.788,19.95,,
2013-06-13,1.2486,1.3375,95.37,127.56,0.85073,130.0811,3130.69,2.1489,0.281,1.1,2.1743,-23,-2.7,-2.55,100.0208,97.2563,7.09,7.0425,7.085,8.5875,8.74,9.045,15.275,14.375,13.63,,,0.30917,0.37333,0.209,0.1396,0.1452,0.1925,0.27325,0.0355,0.09,,0.1305,-18.5,-23,1386.15,1.561,,1.368,,2.335,16.41,17.83,22.1068,82.4018,80.752,14.573,9.739,19.96,,
2013-06-14,1.2515,1.3347,94.31,125.6,0.84972,130.3727,3161.43,2.1295,0.262,1.012,2.0914,-23,-2.15,-2.35,99.8262,97.064,6.96,6.955,7.075,8.26,8.52,8.89,14.95,14.14,13.515,,,0.30917,0.37333,0.209,0.1391,0.1449,0.1925,0.27275,0.03,0.1,,0.129,-17.5,-20.75,1390.67,1.514,,1.31,,2.28,17.15,18.3,21.2645,78.4531,80.67,14.536,9.866,20.27,,
2013-06-17,1.255,1.3367,94.51,126.32,0.85015,130.7633,3183.44,2.1817,0.287,1.039,2.1365,-22.5,-1.2,-1.35,99.6672,96.9001,6.745,6.79,6.955,8.1,8.3675,8.7975,14.1875,13.5675,13.14,,,0.30917,0.37333,0.21,0.1464,0.1492,0.1916,0.27325,0.0292,0.11,,0.1308,-17,-20,1385.27,1.521,,1.368,,2.345,16.8,17.99,21.1025,78.4642,80.787,14.436,9.846,20.35,,
2013-06-18,1.2613,1.3392,95.33,127.67,0.85624,130.8973,3229.55,2.1854,0.287,1.037,2.1408,-22.5,-1.3,-1.67,99.5481,96.7811,6.835,6.76,6.98,8.16,8.415,8.84,14.47,13.735,13.185,,,0.30917,0.37333,0.21,0.1487,0.1519,0.1916,0.27225,0.033,0.12,,0.1283,-16.8,-19,1367.67,1.57,,1.34,,2.333,16.61,17.75,20.8403,81.0153,80.612,14.582,10.021,20.56,,
2013-06-19,1.2688,1.3295,96.45,128.22,0.8587,131.9738,3213.79,2.3527,0.287,1.022,2.1119,-23,-1.2,-1.9,99.7885,97.0118,6.8375,6.8025,7.015,8.42,8.5925,8.9325,14.4925,13.7875,13.275,,,0.30917,0.37333,0.212,0.14915,0.1532,0.1916,0.27175,0.0427,0.1,,0.1271,-17,-19.5,1351.31,1.558,,1.31,,2.295,16.64,17.78,20.4065,86.8946,81.428,14.645,10.041,20.33,,
2013-06-20,1.2735,1.322,97.28,128.61,0.85235,128.0609,3133.26,2.4144,0.362,1.19,2.353,-23.5,-0.15,-0.95,99.4661,96.6952,7.825,7.7375,7.745,8.645,8.84,9.065,15.425,14.455,13.665,,,0.30917,0.3725,0.214,0.1536,0.1587,0.193,0.27255,0.0549,0.1,,0.1269,-18.5,-20.5,1284.97,1.665,,1.528,,2.47,20.49,20.34,23.6094,96.0231,81.915,14.182,9.759,19.77,,
2013-06-21,1.2762,1.3122,97.9,128.45,0.85081,127.2764,3124.45,2.531,0.393,1.297,2.4317,-23.5,-0.45,-1.25,99.4959,96.721,7.7725,7.6625,7.63,8.8,8.9525,9.2525,15.2825,14.485,13.835,,,0.30917,0.37333,0.216,0.1529,0.1612,0.193,0.27275,0.0632,0.1,,0.1303,-20.8,-22.75,1296.42,1.725,,1.58,,2.545,18.9,19.49,24.0473,103.7298,82.318,14.045,9.71,19.8,,
2013-06-24,1.2756,1.312,97.73,128.22,0.84999,126.418,3074.31,2.5368,0.425,1.606,2.7712,-23.5,-0.25,-0.85,99.2648,96.4871,7.95,7.74,7.69,9.32,9.4225,9.5575,15.81,15.0025,14.3975,,,0.30917,0.37333,0.221,0.1576,0.1672,0.19535,0.27675,0.0616,0.1,,0.1316,-24,-30.25,1282.39,1.811,,1.8425,,2.853,20.11,20.73,25.3001,110.9822,82.425,13.891,9.477,19.4,,
2013-06-25,1.2691,1.3077,97.81,127.93,0.84795,126.4074,3089.93,2.6082,0.4,1.499,2.6739,-28.5,-1.23,-1.95,99.6788,96.8863,7.8775,7.7025,7.66,9.025,9.15,9.375,15.355,14.65,14.17,,,0.30917,0.37333,0.225,0.1571,0.1642,0.19435,0.2761,0.0483,0.09,,0.1321,-21.3,-26,1277.65,1.804,,1.705,,2.685,18.47,19.67,24.1377,108.442,82.581,14.2,9.642,19.65,,
2013-06-26,1.2742,1.3012,97.72,127.17,0.84966,125.739,3104.4,2.5353,0.319,1.408,2.732,-29.5,-1.1,-2.05,99.5306,96.7392,7.755,7.67,7.74,9.295,9.4225,9.6025,15.245,14.58,14.175,,,0.30917,0.37333,0.222,0.1556,0.1602,0.19535,0.2756,0.0476,0.09,,0.1319,-17.8,-23,1226.59,1.767,,1.69,,2.675,17.21,18.82,22.5505,103.4642,82.977,14.236,9.691,19.49,,
2013-06-27,1.2666,1.3038,98.35,128.23,0.8544,125.3286,3118.03,2.4721,0.269,1.302,2.612,-30.5,-2.1,-1.95,100.2444,97.4298,7.7,7.6775,7.82,9,9.125,9.475,14.76,14.24,13.86,,,0.31,0.37333,0.219,0.1543,0.1582,0.19505,0.274,0.0526,0.09,,0.1289,-17.7,-21,1200.67,1.725,,1.675,,2.67,16.86,18.56,21.6929,97.1255,82.902,14.091,9.72,19.55,,
2013-06-28,1.2679,1.301,99.14,128.97,0.85524,124.4663,3150.44,2.4857,0.212,1.174,2.51,-28.48,-2.03,-2.35,100.0984,97.2848,7.5975,7.5525,7.72,8.81,8.9625,9.3675,14.095,13.8875,13.68,,,0.31,0.37333,0.218,0.1519,0.1552,0.19465,0.2731,0.0478,0.07,,0.125,-18,-22,1234.53,1.728,,1.64,,2.625,16.86,18.39,21.8175,99.7542,83.136,14.091,9.72,19.86,,
2013-07-01,1.2639,1.3064,99.66,130.19,0.8585,125.3931,3140.93,2.4765,0.225,1.199,2.5574,-28.35,-1.55,-1.95,99.9275,97.1093,7.26,7.4125,7.6325,8.8025,8.9325,9.3175,13.985,13.905,13.6,,,0.31,0.37417,0.222,0.1471,0.1506,0.1958,0.2731,0.0646,0.1,,0.1245,-17,-21.75,1252.52,1.72,,1.69,,2.69,16.37,17.92,21.8282,101.318,83.054,14.073,9.574,19.62,,
2013-07-02,1.2717,1.2979,100.63,130.61,0.85636,125.9754,3173.32,2.4693,0.206,1.103,2.4283,-28.55,-1.5,-1.85,100.0231,97.1991,7.0275,7.1775,7.38,8.82,8.905,9.285,13.9375,13.7525,13.555,,,0.30917,0.37417,0.221,0.1425,0.1482,0.19528,0.2729,0.0638,0.1,,0.1263,-16.75,-21.75,1243.43,1.704,,1.6475,,2.635,16.44,18.02,21.5897,107.5594,83.544,14.273,9.671,20.11,,
2013-07-03,1.2731,1.3009,99.91,129.97,0.8514,126.8033,3129.49,2.5032,0.199,1.076,2.4696,-32.5,-1.5,-1.7,99.9161,97.092,7.25,7.28,7.51,9.1,9.12,9.445,14.29,13.9825,13.6625,,,0.30917,0.37333,0.222,0.1438,0.1512,0.19478,0.2739,0.0698,0.1,,0.1243,-19,-22.5,1252.88,1.66,,1.69,,2.663,16.2,17.81,22.6511,109.2726,83.231,14.1,9.535,19.9,,
2013-07-04,1.2736,1.2914,100.04,129.18,0.85677,,3147.12,2.5032,0.199,1.145,2.6207,-30.5,-1.6,-1.75,99.8493,97.024,7.145,7.24,7.49,8.995,9.005,9.455,14.445,13.9225,13.6875,,,0.30917,0.37333,0.222,0.1446,0.1502,0.19478,0.2709,0.0633,,,,-17.9,-21.625,1249.89,1.648,,1.765,,2.755,,,21.3419,109.2726,83.231,14.309,9.545,20.07,,
2013-07-05,1.2816,1.2829,101.2,129.82,0.86179,125.5383,3169.73,2.7391,0.199,1.123,2.5527,-33.8,-1.45,-2.1,99.8531,97.0245,7.175,7.2375,7.5,8.955,9.055,9.485,13.8175,13.6125,13.4725,,,0.30917,0.37333,0.217,0.1438,0.1522,0.19478,0.2699,0.0358,0.1,,0.1253,-17.75,-22.5,1223.14,1.719,,1.78,,2.735,14.89,16.88,22.5944,117.8877,84.449,14.455,9.623,20.33,,
2013-07-08,1.279,1.287,100.97,129.95,0.8607,126.9254,3155.47,2.6356,0.212,1.109,2.6263,-33.8,-1.3,-2.25,99.6861,96.8529,7.5875,7.66,7.7375,8.69,8.9,9.29,13.4725,13.3725,13.34,,,0.30917,0.37333,0.217,0.1446,0.151,0.19278,0.2686,0.0251,0.1,,0.1243,-17.8,-23,1236.98,1.698,,1.89,,2.87,14.78,16.41,21.5829,107.7783,84.193,14.364,9.593,20.05,,
2013-07-09,1.2779,1.2781,101.15,129.28,0.85973,127.2737,3178.63,2.634,0.199,1.015,2.5525,-33.8,-1.4,-1.95,99.7221,96.8848,6.99,7.155,7.4,8.7875,8.9475,9.3325,13.2225,13.2175,13.2025,,,0.30917,0.37333,0.217,0.1464,0.1523,0.19276,0.2691,0.0361,0.1,,0.1251,-17.9,-23,1251.39,1.653,,1.82,,2.813,14.35,15.91,20.6393,99.5145,84.58,14.5,9.671,20.08,,
2013-07-10,1.2715,1.2978,99.68,129.35,0.86453,128.3029,3188.04,2.6238,0.192,0.975,2.5084,-33,-1.4,-2.08,99.8298,96.9863,6.5525,6.66,6.805,8.795,8.91,9.31,13.5525,13.36,13.255,,,0.30917,0.37333,0.217,0.1466,0.1522,0.19213,0.2691,0.0209,0.09,,0.1251,-18.25,-23.125,1259.72,1.658,,1.7675,,2.755,14.21,15.77,20.3708,98.9792,84.041,14.855,9.866,20.36,,
2013-07-11,1.259,1.3097,98.96,129.61,0.86252,128.6083,3248.92,2.5721,0.192,0.914,2.4847,-32.5,-1.45,-2,100.4202,97.5566,6.68,6.655,6.7,9.0175,9.0175,9.2825,13.995,13.735,13.5625,,,0.31083,0.37417,0.218,0.143,0.1487,0.19103,0.2681,0.0354,0.09,,0.1209,-17.75,-21.875,1286.01,1.623,,1.7,,2.705,14.01,15.5,18.9757,93.5369,82.746,15.009,10.089,21.15,,
2013-07-12,1.2623,1.3067,99.22,129.66,0.86494,128.4478,3236.06,2.5821,0.218,0.873,2.4353,-32.5,-2.1,-2.1,100.318,97.4542,6.4,6.475,6.51,8.8275,8.93,9.25,13.7825,13.505,13.38,,,0.31083,0.37403,0.22,0.1423,0.1491,0.19193,0.2676,0.0443,0.09,,0.1202,-18.7,-21,1285.59,1.56,,1.6375,,2.65,13.84,15.65,19.072,94.4621,82.988,14.891,10.079,20.88,,
2013-07-15,1.262,1.3062,99.86,130.44,0.86511,128.372,3236.82,2.5372,0.218,0.889,2.4699,-33,-1.9,-2.15,100.2744,97.4025,6.4025,6.415,6.4925,8.925,8.99,9.275,13.5275,13.285,13.2325,,,0.3118,0.3755,0.219,0.1406,0.1487,0.19193,0.2676,0.0351,0.09,,0.11979,-18.5,-21.5,1284.7,1.578,,1.655,,2.67,13.79,15.62,18.9011,89.4019,83.043,14.991,10.05,21.08,,
2013-07-16,1.2592,1.3162,99.1,130.43,0.86828,129.0588,3224.96,2.5317,0.218,0.882,2.453,-33,-1.7,-1.75,100.5134,97.6315,6.365,6.38,6.475,8.755,8.81,9.1,13.44,13.115,13.055,,,0.31167,0.37583,0.219,0.1418,0.14645,0.19053,0.2662,0.04,0.09,,0.11894,-18.25,-20.875,1292.13,1.55,,1.62,,2.645,14.42,16.01,19.2437,87.9952,82.498,14.945,9.934,20.97,,
2013-07-17,1.2611,1.3125,99.59,130.69,0.86276,128.4184,3208.33,2.4888,0.218,0.874,2.5125,-33,-1.15,-1.45,100.284,97.4055,6.3975,6.3675,6.4825,8.4475,8.5475,8.8575,12.935,12.755,12.75,,,0.31167,0.37583,0.22,0.1411,0.1459,0.19153,0.2662,0.0251,0.09,,0.11768,-17.9,-19.5,1276.02,1.542,,1.645,,2.685,13.78,15.56,18.4869,81.9189,82.708,14.909,9.963,21.13,,
2013-07-18,1.2669,1.3109,100.43,131.65,0.86094,129.4876,3218.2,2.5284,0.204,0.826,2.4304,-30,-1.3,-1.4,100.2297,97.3496,6.2625,6.2625,6.3825,8.26,8.33,8.775,12.895,12.575,12.445,,,0.31167,0.37583,0.22,0.1411,0.1462,0.19153,0.2662,0.0372,0.09,,0.11812,-16.53,-20,1284.23,1.519,,1.56,,2.605,13.77,15.56,17.6938,77.447,82.823,15.082,10.041,21.15,,
2013-07-19,1.2664,1.3143,100.65,132.26,0.86088,129.6615,3213.26,2.4839,0.211,0.828,2.4538,-30.02,-1.05,-1.15,100.2656,97.3814,6.2625,6.27,6.5075,8.105,8.265,8.7275,12.675,12.44,12.285,,,0.31167,0.37583,0.22,0.1406,0.1427,0.19103,0.2647,0.0434,0.09,,0.11746,-16.9,-20.5,1296.03,1.519,,1.605,,2.65,12.54,15.04,17.2343,75.9024,82.607,15.055,10.06,21.1,,
2013-07-22,1.2604,1.3186,99.67,131.42,0.85843,129.8644,3234.35,2.4804,0.204,0.802,2.4043,-30,-1.2,-1.25,100.298,97.4034,5.93,6.0875,6.3625,7.685,7.9125,8.46,11.78,11.7425,11.6925,,,0.31167,0.37583,0.221,0.1413,0.1464,0.19053,0.2647,0.0373,0.09,,0.12021,-17.5,-20.125,1335.82,1.515,,1.5775,,2.633,12.29,14.69,17.4706,72.6182,82.219,15.173,10.099,21.29,,
2013-07-23,1.2636,1.3223,99.43,131.48,0.86047,129.6824,3253.76,2.5049,0.204,0.805,2.4054,-29.5,-1.2,-1.25,100.0578,97.167,5.7325,5.945,6.2725,7.69,7.92,8.5,11.76,11.6425,11.6,,,0.31167,0.37583,0.224,0.141,0.1452,0.19003,0.2659,0.0436,0.09,,0.11935,-17.7,-18.625,1345.18,1.551,,1.595,,2.6625,12.66,14.88,17.3366,74.0521,81.945,15.245,10.274,21.77,,
2013-07-24,1.2675,1.3201,100.27,132.35,0.86193,128.4953,3274.76,2.588,0.211,0.858,2.4726,-29,-0.6,-0.85,99.9125,97.0228,5.57,5.875,6.2275,8.05,8.185,8.74,11.94,11.75,11.74,,,0.31167,0.37417,0.225,0.1401,0.1472,0.18933,0.2643,0.0718,0.09,,0.11965,-17.5,-19.5,1322.14,1.646,,1.685,,2.74,13.18,15.19,17.085,80.1974,82.291,15.255,10.332,21.98,,
2013-07-25,1.2643,1.3277,99.29,131.83,0.86276,127.7838,3235.68,2.5712,0.224,0.88,2.5177,-29.5,-0.6,-0.75,100.0229,97.1269,5.785,5.8925,6.2425,8.085,8.21,8.71,12.1125,11.78,11.765,,,0.31167,0.37583,0.225,0.1386,0.1422,0.18643,0.2638,0.0414,0.09,,0.11938,-17.25,-20.5,1333.83,1.671,,1.68,,2.755,12.97,15,17.4835,82.604,81.97,15.218,10.206,21.5,,
2013-07-26,1.2642,1.3279,98.21,130.42,0.86307,126.6167,3236.1,2.5624,0.217,0.86,2.4882,-29.5,-0.7,-1.25,100.0995,97.1982,5.76,5.8925,6.2325,7.8525,8.065,8.5975,12.225,11.92,11.8425,,,0.31167,0.37533,0.226,0.1406,0.14395,0.18643,0.265,0.0423,0.09,,0.11874,-16.7,-20.375,1333.16,1.665,,1.693,,2.76,12.72,14.8,18.1141,81.6379,81.657,15.273,10.245,21.59,,
2013-07-29,1.2671,1.3262,97.96,129.91,0.86465,126.1692,3236.97,2.6023,0.217,0.843,2.4475,-29.605,-0.77,-0.95,99.9635,97.0567,5.7775,5.89,6.2275,8.155,8.27,8.715,12.4075,12.1525,12.055,,,0.31167,0.37533,0.226,0.1396,0.1427,0.18643,0.266,0.0774,0.08,,0.1198,-17,-20.25,1328.1,1.664,,1.685,,2.745,13.39,15.11,18.7032,83.1824,81.663,15.3,10.245,21.61,,
2013-07-30,1.271,1.3263,98.03,130.01,0.87038,125.2678,3245.45,2.6101,0.223,0.863,2.4542,-29.5,-0.6,-1,99.9299,97.0209,6,6.1225,6.5025,8.37,8.445,8.815,12.05,12.01,11.99,,,0.31167,0.37533,0.227,0.1376,0.1442,0.18723,0.265,0.0533,0.09,,0.119,-16.5,-20,1326.37,1.668,,1.718,,2.773,13.39,14.98,18.8439,83.2696,81.829,15.264,10.342,21.65,,
2013-07-31,1.271,1.3302,97.88,130.21,0.87466,126.1571,3221.93,2.5762,0.223,0.881,2.4732,-29.5,-0.9,-0.9,99.8844,96.9737,6.2075,6.33,6.6575,8.3,8.425,8.795,12.265,12.145,12.125,,,0.31167,0.37417,0.228,0.1396,0.1443,0.18673,0.2656,0.0522,0.09,,0.1187,-16.25,-20.625,1325.07,1.67,,1.745,,2.798,13.45,14.92,19.0644,82.5984,81.452,15.182,10.264,21.46,,
2013-08-01,1.2766,1.3207,99.54,131.46,0.87347,126.2615,3243.29,2.706,0.217,0.879,2.463,-29.79,-0.75,-0.9,99.9335,97.0183,6.15,6.235,6.5625,8.26,8.3325,8.725,12.33,12.045,12.035,,,0.31167,0.37417,0.228,0.1386,0.1452,0.18593,0.2656,0.0315,0.08,,0.1176,-15.5,-19.5,1310.2,1.667,,1.718,,2.773,12.94,14.55,17.4564,91.3993,82.336,15.673,10.361,21.8,,
2013-08-02,1.2718,1.3276,98.94,131.34,0.8683,125.6846,3254.13,2.596,0.223,0.948,2.5353,-29.5,-0.7,-0.9,99.939,97.0204,6.3075,6.355,6.6175,7.975,8.155,8.615,12.01,11.935,11.9825,,,0.31167,0.37483,0.228,0.1356,0.1387,0.18593,0.2666,0.0291,0.09,,0.11703,-15.5,-19.5,1312.03,1.651,,1.79,,2.84,11.98,14.03,16.8183,73.1565,81.908,15.945,10.439,21.92,,
2013-08-05,1.2691,1.3258,98.3,130.33,0.86343,125.0184,3241.79,2.6333,0.223,0.916,2.4503,-29.55,-0.45,-1.15,100.0971,97.1645,5.91,6.075,6.4175,7.9,8.055,8.585,11.835,11.8525,11.865,,,0.31167,0.37433,0.227,0.1376,0.1412,0.18603,0.2654,0.0319,0.08,,0.1186,-15.25,-18.875,1303.01,1.687,,1.7,,2.763,11.84,13.86,17.3314,72.6633,81.875,15.818,10.546,21.87,,
2013-08-06,1.2669,1.3305,97.74,130.05,0.86685,124.2756,3224.89,2.6421,0.223,0.9,2.4109,-29.5,-0.3,-1.33,100.1425,97.2055,5.875,6.06,6.3875,7.885,8.005,8.565,11.965,11.89,11.9,,,0.31167,0.37533,0.228,0.1356,0.1402,0.18503,0.2664,0.0504,0.09,,0.1196,-15,-18.5,1283.19,1.702,,1.683,,2.748,12.72,14.56,17.9242,78.1799,81.603,15.536,10.361,21.69,,
2013-08-07,1.267,1.3336,96.33,128.47,0.861,123.7342,3229.91,2.5986,0.223,0.854,2.3403,-29.5,-0.7,-1.1,100.2295,97.2867,5.8725,6.09,6.445,7.94,8.055,8.63,12.255,12.1125,12.1,,,0.31167,0.37483,0.227,0.1356,0.1402,0.18503,0.2664,0.0498,0.09,,0.1198,-14.75,-19,1287.61,1.687,,1.63,,2.695,12.98,14.81,18.2711,75.4381,81.287,15.636,10.439,21.75,,
2013-08-08,1.2599,1.3381,96.67,129.36,0.8611,125.024,,2.5892,,,,-29.5,-0.75,-1.1,100.3579,97.4083,5.7975,6.04,6.425,7.72,7.88,8.475,12.2375,12.0875,12.045,,,,,0.227,0.1356,0.1398,0.18503,0.2647,,0.09,,0.1207,-13.825,-19.25,1313.27,1.686,,1.63,,2.695,12.73,14.67,17.3468,75.362,80.977,,,,,
2013-08-09,1.2574,1.3342,96.21,128.39,0.86065,125.5741,,2.5784,,,,,-0.65,-1.1,100.4883,97.5316,5.76,5.9975,6.4,7.545,7.78,8.43,11.855,11.8525,11.91,,,,,0.227,0.1356,0.14,0.18456,0.2647,,0.08,,0.1196,-14.5,-19.75,1314.46,1.68,,1.63,,2.695,13.41,15.1,17.1706,75.4038,81.126,,,,,
2013-08-12,1.2627,1.33,96.9,128.88,0.86018,127.2361,3232.24,2.6206,0.223,0.886,2.3644,-29.63,-0.7,-1.05,100.4297,97.4654,5.7975,6.005,6.41,7.7225,7.9475,8.515,11.595,11.58,11.6525,,,0.31167,0.37417,0.226,0.1326,0.138,0.18456,0.2647,0.0505,0.08,,0.1198,-14.7,-19.75,1338.39,1.702,,1.6375,,2.698,12.81,15.17,17.3567,74.0896,81.333,15.636,10.4,21.94,,
2013-08-13,1.2679,1.3263,98.2,130.25,0.8585,127.0566,3244.12,2.719,0.23,0.94,2.4114,-30,-0.8,-0.95,100.4184,97.4513,5.795,6.0375,6.435,7.8675,8.0825,8.68,11.9725,11.8775,11.9075,,,0.31167,0.37417,0.225,0.1337,0.1396,0.18406,0.2642,0.0265,0.08,,0.1189,-14.2,-18.75,1321.67,1.808,,1.705,,2.763,12.31,14.86,17.0781,81.6737,81.768,15.745,10.429,21.79,,
2013-08-14,1.2699,1.3255,98.14,130.08,0.85514,127.998,3248.66,2.7136,0.23,0.963,2.4451,-31.5,-0.85,-0.98,100.0969,97.1362,6.0625,6.1975,6.62,7.81,8.13,8.6675,12.0425,12.0075,12.0025,,,0.31167,0.37417,0.226,0.1341,0.1392,0.18406,0.2632,0.0341,0.09,,0.1183,-14.25,-18.75,1336.16,1.822,,1.74,,2.81,13.04,15.24,16.6396,80.9185,81.711,15.809,10.449,22,,
2013-08-15,1.2688,1.3347,97.37,129.97,0.85333,129.5324,3220.92,2.7664,0.223,0.938,2.4293,-30,-0.88,-0.98,100.0461,97.0837,6.135,6.235,6.625,7.8525,8.1,8.7075,12.085,11.9175,11.95,,,0.31168,0.37417,0.226,0.1377,0.1418,0.18406,0.2632,0.0485,0.08,,0.1178,-14,-19,1366.18,1.883,,1.738,,2.79,14.73,16.24,17.2894,86.7418,81.181,15.582,10.342,21.7,,
2013-08-16,1.2703,1.3329,97.53,130,0.85283,129.6059,3197.53,2.8251,0.223,0.963,2.4755,-30.3,-0.88,-1.08,100.0786,97.1121,6.1625,6.25,6.635,7.745,8.0775,8.705,11.825,11.835,11.855,,,0.31167,0.37417,0.226,0.1355,0.1411,0.18406,0.2641,0.0401,0.09,,0.1176,-13.2,-19.3746,1376.57,1.881,,1.783,,2.828,14.37,15.94,16.4082,94.654,81.257,15.473,10.254,21.54,,
