Date,USDJPY.Curncy,JPYI3M.Curncy,JPYI12M.Curncy,JPYI5Y.Curncy,JPYI10Y.Curncy,JPYI30Y.Curncy,JPY3M.Curncy,JPY12M.Curncy,JPY5Y.Curncy,JPY10Y.Curncy,JPY30Y.Curncy,JYSOC.Curncy,JYSO1.Curncy,JYSO5.Curncy,JYSO10.Curncy,JYSO30.Curncy,I01803M.Index,I01801Y.Index,I01805Y.Index,I01810Y.Index,I01830Y.Index,USOSFRC.Curncy,USOSFR1.Curncy,USOSFR5.Curncy,USOSFR10.Curncy,USOSFR30.Curncy,I02503M.Index,I02501Y.Index,I02505Y.Index,I02510Y.Index,I02530Y.Index,USDCHF.Curncy,CHFI3M.Curncy,CHFI12M.Curncy,CHFI5Y.Curncy,CHFI10Y.Curncy,CHF3M.Curncy,CHF12M.Curncy,CHF5Y.Curncy,CHF10Y.Curncy,SFSNTC.Curncy,SFSNT1.Curncy,SFSNT5.Curncy,SFSNT10.Curncy,I08203M.Index,I08201Y.Index,I08205Y.Index,I08210Y.Index,USDCNH.Curncy,USDCNY.Curncy,CNHI3M.Curncy,CNHI12M.Curncy,CNHI5Y.Curncy,CNHI10Y.Curncy,CNH3M.Curncy,CNH12M.Curncy,CNH5Y.Curncy,CNH10Y.Curncy,CCSWNIC.Curncy,CCSWNI1.Curncy,CCSWNI5.Curncy,CCSWNI10.Curncy,I29903M.Index,I29901Y.Index,I29905Y.Index,I29910Y.Index,AUDUSD.Curncy,AUDI3M.Curncy,AUDI12M.Curncy,AUDI5Y.Curncy,AUDI10Y.Curncy,AUD3M.Curncy,AUD12M.Curncy,AUD5Y.Curncy,AUD10Y.Curncy,ADSOC.Curncy,ADSO1.Curncy,ADSO5.Curncy,ADSO10.Curncy,I00103M.Index,I00101Y.Index,I00105Y.Index,I00110Y.Index,USDSGD.Curncy,SGDI3M.BGN.Curncy,SGDI12M.BGN.Curncy,SGDI5Y.BGN.Curncy,SGDI10Y.BGN.Curncy,SGD3M.BGN.Curncy,SGD12M.BGN.Curncy,SGD5Y.BGN.Curncy,SGD10Y.BGN.Curncy,SIBF3M.Index,SDSW1.CMPN.Curncy,SDSW5.CMPN.Curncy,SDSW10.CMPN.Curncy,SDSOAC.BGN.Curncy,SDSOA1.BGN.Curncy,SDSOA5.BGN.Curncy,SDSOA10.BGN.Curncy,SDBSC.CMPN.Curncy,SDBS1.CMPN.Curncy,SDBS5.CMPN.Curncy,SDBS10.CMPN.Curncy,SDSF63M.BGN.Curncy,SDSF61Y.BGN.Curncy,SDSF65Y.BGN.Curncy,SDSF610Y.BGN.Curncy,I10703M.Index,I10701Y.Index,I10705Y.Index,I10710Y.Index,EURUSD.Curncy,EURI3M.Curncy,EURI12M.Curncy,EURI5Y.Curncy,EURI10Y.Curncy,EUR3M.Curncy,EUR12M.Curncy,EUR5Y.Curncy,EUR10Y.Curncy,EUR003M.Index,EUSA1.Curncy,EUSA5.Curncy,EUSA10.Curncy,I01603M.Index,I01601Y.Index,I01605Y.Index,I01610Y.Index,GBPUSD.Curncy,GBPI3M.Curncy,GBPI12M.Curncy,GBPI5Y.Curncy,GBPI10Y.Curncy,GBP3M.Curncy,GBP12M.Curncy,GBP5Y.Curncy,GBP10Y.Curncy,BPSWSC.Curncy,BPSWS1.Curncy,BPSWS5.Curncy,BPSWS10.Curncy,I02203M.Index,I02201Y.Index,I02205Y.Index,I02210Y.Index,NZDUSD.Curncy,NZDI3M.Curncy,NZDI12M.Curncy,NZDI5Y.Curncy,NZDI10Y.Curncy,NZD3M.Curncy,NZD12M.Curncy,NZD5Y.Curncy,NZD10Y.Curncy,I09403M.Index,NDSW1.Curncy,NDSW5.Curncy,NDSW10.Curncy,I04903M.Index,I04901Y.Index,I04905Y.Index,I04910Y.Index,USDCAD.Curncy,CADI3M.Curncy,CADI12M.Curncy,CADI5Y.Curncy,CADI10Y.Curncy,CAD3M.Curncy,CAD12M.Curncy,CAD5Y.Curncy,CAD10Y.Curncy,CDSOC.Curncy,CDSO1.Curncy,CDSO5.Curncy,CDSO10.Curncy,I00703M.Index,I00701Y.Index,I00705Y.Index,I00710Y.Index
2010-11-11,82.49,-0.042,-0.0987,,,,-6.9,-49.1,-641.75,-1694.5,,0.08225,0.0855,0.2375,0.78,1.635,0.122,0.123,0.364,1.058,2.192,0.2172,0.2411,1.283,2.47637,3.59624,0.132,0.223,1.265,2.803,5.302,0.9752,-0.0302,0.0518,,,-7.87,-43.3,-393.44,-1376.25,-0.075,0.0425,0.795,1.495,0.168,0.517,0.827,1.458,6.603,6.6236,,,,,120,-825,,,1.88,2.63,3.85,4.36,2.043,2.214,3.567,4.055,0.9979,4.9118,5.3575,,,-114.93,-460.3,-1960,-2806.21,4.7975,5.063,5.5465,,4.597,4.933,5.298,5.474,1.2893,0.2571,0.487,,,-1.05,-1,,,0.43751,0.5475,1.585,2.6275,,,,,,-3,-17.75,-19.75,,,,,0.365,0.422,0.958,2.135,1.3667,0.7061,0.996,,,-14.66,-69.15,-132.21,439.7,1.05,1.43775,2.1365,2.79275,0.612,0.85,1.561,2.523,1.6123,0.592,0.9195,,,-12.45,-67.8,-447.04,-424.78,0.511,0.618,1.775,2.8675,0.546,0.698,2.012,3.413,0.7803,3.2677,3.7,,,-58.06,-241,-1258,-2052,3.17,3.523,4.6175,5.2375,3.023,3.609,4.861,5.551,1.0033,1.1335,1.4628,,,21.85,97.05,486.7,499.3,1.026,1.236,2.113,,0.963,1.309,2.222,3.121
2010-11-12,82.53,-0.0677,-0.1174,,,,-7.42,-48.75,-712.75,-1800.5,,0.0895,0.0855,0.2325,0.7625,1.62,0.123,0.128,0.363,1.044,2.193,0.2192,0.2491,1.338,2.61911,3.65576,0.135,0.27,1.401,2.954,5.302,0.9809,-0.0342,0.0386,,,-7.98,-42.5,-464.13,-1467.65,-0.085,0.0425,0.815,1.535,0.166,0.515,0.845,1.491,6.6165,6.641,,,,,-37.5,-690,,,,2.615,3.79,4.2,1.976,2.162,3.573,4.053,0.9847,4.9126,5.3293,,,-113.41,-454,-1865,-2713.41,4.7975,5.0405,5.5335,,4.571,4.901,5.286,5.481,1.2976,0.2592,0.4531,,,-0.95,-3,,,0.43751,0.575,1.655,2.708,,,,,,-3,-20.75,-23.25,,,,,0.313,0.424,1.058,2.218,1.3691,0.7107,0.959,,,-14.89,-67.5,-101.03,534.1,1.049,1.447,2.206,2.869,0.61,0.856,1.671,2.601,1.6114,0.5902,0.8919,,,-12.32,-66.98,-368.93,-315.37,0.505,0.603,1.805,2.9175,0.547,0.715,2.071,3.464,0.7733,3.2565,3.7002,,,-57.39,-240.61,-1193,-1932.49,3.17,3.514,4.619,5.235,3.012,3.62,4.881,5.582,1.0123,1.1193,1.4524,,,21.25,99,437,427.6,1.026,1.2335,2.1905,,0.943,1.301,2.285,3.168
2010-11-15,83.07,-0.0677,-0.1101,,,,-7.47,-47.25,-720.25,-1816,,0.08875,0.0875,0.2675,0.83,1.6875,0.126,0.136,0.427,1.135,2.259,0.2197,0.2581,1.4665,2.77782,3.78073,0.139,0.29,1.54,3.116,5.411,0.9846,-0.0246,0.0453,,,-7.77,-40.55,-491.29,-1505,-0.075,0.0425,0.825,1.535,0.168,0.517,0.849,1.506,6.6225,6.6435,,,,,70,-550,,,1.88,2.66,3.83,4.22,2.013,2.198,3.505,4.079,0.9853,4.9119,5.3463,,,-113.53,-457.25,-1849,-2644.98,4.7965,5.0455,5.5725,,4.593,4.913,5.344,5.555,1.3031,0.268,0.4429,,,-0.7,-1,,,0.4389,0.595,1.76,2.755,,,,,,-4.5,-19.75,-20.25,,,,,0.434,0.405,1.329,2.343,1.3587,0.683,0.949,,,-13.83,-67.62,-36.56,640.7,1.048,1.4395,2.26,2.929,0.605,0.854,1.719,2.654,1.6053,0.5821,0.8896,,,-11.94,-68.7,-321.6,-180.08,0.508,0.616,1.8425,2.9525,0.548,0.716,2.139,3.533,0.7729,3.258,3.7135,,,-57.35,-242.27,-1191,-1919.28,3.18,3.5405,4.6525,5.2925,3.002,3.633,4.901,5.613,1.0099,1.1212,1.4746,,,21.25,102.25,458.2,455.25,1.028,1.254,2.331,,0.956,1.324,2.41,3.309
2010-11-16,83.29,-0.0571,-0.102,,,,-7.27,-46,-745.25,-1927,,0.09,0.09,0.24375,0.8025,1.63125,0.125,0.133,0.379,1.086,2.204,0.2212,0.2521,1.423,2.68105,3.66097,0.147,0.292,1.507,3.004,5.203,0.9959,-0.0134,0.0415,,,-7.58,-40.57,-516.35,-1617.5,-0.075,0.0325,0.835,1.535,0.167,0.516,0.859,1.5,6.6115,6.64,,,,,-15,-400,,,1.88,2.63,3.8,4.15,1.959,2.144,3.444,4.017,0.9767,5.0647,5.3349,,,-116.22,-452.92,-1844,-2642.42,4.7975,5.02,5.5245,,4.577,4.889,5.33,5.558,1.305,0.2723,0.4519,,,-0.65,-0.5,,,0.4389,0.58025,1.7475,2.76,,,,,,-4.5,-17.25,-20.25,,,,,0.301,0.427,1.347,2.306,1.3489,0.6781,0.9478,,,-13.55,-68.1,-108.13,510.5,1.046,1.4425,2.255,2.938,0.596,0.853,1.767,2.717,1.5885,0.5756,0.8738,,,-11.55,-66.82,-347.9,-176.97,0.511,0.605,1.855,2.9775,0.548,0.707,2.147,3.563,0.7678,3.2571,3.663,,,-58.8,-238.97,-1187,-1840.68,3.165,3.516,4.67625,5.32125,3.012,3.629,4.935,5.678,1.0223,1.0854,1.4464,,,20.6,101.5,409,344.25,1.027,1.2245,2.2405,,0.959,1.304,2.337,3.235
2010-11-17,83.18,-0.0525,-0.1081,,,,-7.38,-44.85,-725.75,-1832.5,,0.09,0.09,0.2625,0.8025,1.61875,0.129,0.146,0.42,1.14,2.229,0.2207,0.2431,1.4265,2.72581,3.70021,0.142,0.262,1.537,3.081,5.241,0.9915,-2e-04,0.04,,,-7.43,-38.55,-499.18,-1602.75,-0.075,0.0305,0.815,1.515,0.167,0.516,0.841,1.481,6.6025,6.6495,,,,,-5,-425,,,1.88,2.69,3.78,4.2,2.009,2.186,3.624,3.903,0.9797,4.8607,5.3182,,,-114.83,-457.5,-1862,-2622.05,4.79,5.04,5.5945,,4.593,4.894,5.344,5.583,1.3014,0.2686,0.4194,,,-0.65,-0.5,,,,0.5875,1.7475,2.76,,,,,,-4.5,-17.25,-20.25,,,,,0.301,0.425,1.348,2.315,1.3529,0.6532,0.9279,,,-13.2,-68.98,-105.69,531.7,1.044,1.425,2.2865,2.96725,0.569,0.831,1.774,2.694,1.5907,0.5703,0.8441,,,-11.81,-66.41,-356.4,-189.79,0.512,0.596,1.8575,2.9725,0.548,0.68,2.123,3.541,0.7703,3.3589,3.7231,,,-59.1,-244.52,-1211,-1951.19,3.165,3.5315,4.6865,5.3325,3.012,3.627,4.956,5.688,1.0246,1.0842,1.4475,,,20.65,104.25,438,399.65,1.028,1.2295,2.247,,0.96,1.305,2.343,3.255
2010-11-18,83.52,-0.0579,-0.1058,,,,-7.3,-44.05,-726.25,-1891.5,,0.09,0.1,0.29,0.88,1.7075,0.127,0.144,0.429,1.151,2.276,0.2202,0.2461,1.458,2.73213,3.7075,0.142,0.268,1.542,3.063,5.18,0.9957,-0.0203,0.0449,,,-7.75,-37.38,-508.82,-1590,-0.075,0.0425,0.855,1.585,0.168,0.518,0.886,1.554,6.5885,6.6345,,,,,30,-425,,,1.88,2.69,3.75,4.26,2.001,2.18,3.53,3.94,0.9899,4.9108,5.3639,,,-114.01,-464.39,-1891,-2589.6,4.79,5.035,5.6245,,4.619,4.931,5.401,5.631,1.2959,0.2578,0.4029,,,-1,-2,,,0.43751,0.545,1.7,2.705,,,,,,-7.25,-19.375,-18.5,,,,,0.3,0.424,1.303,2.256,1.3643,0.6369,0.9341,,,-12.27,-70.9,-148.7,465.8,1.041,1.4415,2.3525,3.04,0.545,0.853,1.879,2.8,1.6041,0.5773,0.8805,,,-11.8,-69.75,-437,-355.53,0.507,0.628,1.9875,3.1125,0.538,0.701,2.238,3.677,0.7783,3.2596,3.7401,,,-57.8,-248.35,-1239,-2093,3.165,3.5325,4.83,5.4875,3.012,3.643,5.053,5.813,1.019,1.1026,1.4666,,,21.85,107.12,425,385.8,1.029,1.247,2.293,,0.962,1.323,2.404,3.279
2010-11-19,83.55,-0.0619,-0.114,,,,-7.42,-45.7,-740.75,-1866,,0.0895,0.09625,0.2675,0.84,1.66,0.127,0.142,0.404,1.116,2.242,0.2217,0.2511,1.476,2.71805,3.68838,0.141,0.267,1.567,3.039,5.136,0.9923,-0.0102,0.0555,,,-7.47,-37,-516.1,-1587.1,-0.075,0.0425,0.835,1.575,0.17,0.52,0.866,1.539,6.5865,6.638,,,,,0,-405,,,1.88,2.77,3.77,4.28,2.01,2.195,3.234,3.98,0.9866,4.9154,5.3382,,,-113.7,-459.73,-1869.5,-2656.31,4.795,5.055,5.63,,4.609,4.927,5.408,5.639,1.2958,0.2562,0.4209,,,-1.05,-1,,,0.43751,0.5375,1.655,2.6675,,,,,,-4.5,-17.75,-18.5,,,,,0.313,0.421,1.266,2.235,1.3673,0.6513,0.9376,,,-12.8,-70.41,-124.71,467.4,1.04,1.4395,2.35075,3.033,0.565,0.851,1.882,2.799,1.5979,0.583,0.8494,,,-11.91,-66.6,-369.12,-323.92,0.508,0.602,1.92,3.0675,0.54,0.664,2.208,3.665,0.7787,3.2575,3.734,,,-57.8,-247.9,-1273,-2125.9,3.165,3.535,4.8425,5.515,3.012,3.63,5.096,5.846,1.0168,1.0941,1.4681,,,20.68,105.25,459.8,421.7,1.03,1.259,2.3335,,0.96,1.33,2.432,3.296
2010-11-22,83.33,-0.0696,-0.118,,,,-7.74,-46.15,-706.25,-1799,,0.08875,0.095,0.28875,0.8675,1.67625,0.127,0.142,0.445,1.183,2.282,0.22495,0.2501,1.3705,2.6371,3.64277,0.134,0.262,1.481,2.972,5.102,0.9897,-0.0183,0.0465,,,-7.65,-37.97,-484.94,-1526.65,-0.075,0.0225,0.815,1.545,0.17,0.52,0.856,1.528,6.5995,6.6402,,,,,20,-410,,,1.88,2.98,3.91,4.42,2.064,2.253,3.64,4.036,0.9887,4.9284,5.3386,,,-114.23,-462,-1921,-2681.7,4.8,5.05,5.592,,4.696,4.986,5.433,5.652,1.2971,0.2531,0.4253,,,-1.15,-0.75,,,0.43751,0.5425,1.67,2.688,,,,,,-4.5,-17.5,-18.5,,,,,0.301,0.421,1.283,2.245,1.3627,0.6408,0.9019,,,-12.39,-65.45,-172.44,440.8,1.039,1.39225,2.299,2.976,0.559,0.815,1.818,2.746,1.5957,0.5826,0.8249,,,-11.88,-62.8,-413.56,-375.62,0.508,0.588,1.8775,3.0325,0.538,0.636,2.155,3.608,0.772,3.228,3.6501,,,-57.93,-241.1,-1277,-2088.1,3.165,3.4735,4.765,5.435,3.012,3.628,5.151,5.939,1.0187,1.0864,1.4406,,,20.55,102.61,455.5,486,1.03,1.2375,2.2585,,0.981,1.326,2.356,3.235
2010-11-23,83.16,-0.1227,-0.1188,,,,-8.8,-47.95,-681.75,-1729,,0.08875,0.095,0.275,0.8675,1.67625,0.127,0.141,0.43,1.181,2.27,0.2257,0.2396,1.3445,2.60092,3.61162,0.152,0.258,1.482,2.959,5.093,0.9974,-0.0356,0.0373,,,-8.31,-41.67,-470.1,-1531.8,-0.075,0.0225,0.785,1.515,0.17,0.519,0.833,1.491,6.6245,6.6485,,,,,17.5,-415,,,1.88,3,3.85,4.36,2.121,2.309,3.685,4.047,0.9723,4.9054,5.3071,,,-114.33,-450.6,-1873,-2668.85,4.8,5.03,5.535,,4.626,4.931,5.388,5.577,1.3146,0.2717,0.4519,,,-0.5,1,,,0.43751,0.553,1.63,2.64,,,,,,-4.25,-17.25,-20,,,,,0.305,0.417,1.266,2.275,1.3367,0.6088,0.8329,,,-11.44,-52,-110.05,467,1.035,1.37,2.242,2.923,0.536,0.765,1.713,2.647,1.5775,0.5727,0.7997,,,-11.65,-54.61,-376.6,-379.91,0.505,0.562,1.8075,2.9725,0.536,0.587,2.08,3.534,0.7587,3.2518,3.6296,,,-57.42,-233.58,-1249,-2029.83,3.165,3.45,4.718,5.405,3.002,3.575,5.132,5.921,1.0247,1.0813,1.4782,,,20.6,105.07,524.4,569.7,1.041,1.28,2.322,,0.999,1.349,2.401,3.253
2010-11-24,83.54,-0.1562,-0.158,,,,-9.67,-57.2,-757.75,-1834.5,,0.08875,0.09375,0.28125,0.87125,1.6775,0.129,0.148,0.432,1.192,2.234,0.2237,0.2556,1.4715,2.73242,3.69445,0.157,0.27,1.595,3.085,5.171,0.9961,-0.0878,0.0215,,,-9.76,-50.1,-539.65,-1593.1,-0.065,0.0375,0.845,1.605,0.172,0.522,0.895,1.576,6.6265,6.6485,,,,,35,-430,,,1.88,3.01,3.82,4.33,2.131,2.341,3.683,4.059,0.9817,4.8831,5.3258,,,-114.6,-450.15,-1853,-2640.29,4.7975,5.048,5.607,,4.673,4.951,5.38,5.6,1.3099,0.2804,0.5216,,,-0.38,-0.25,,,0.4389,0.5725,1.64,2.65,,,,,,-4.25,-20.25,-20,,,,,0.281,0.393,1.305,2.331,1.3335,0.5737,0.8047,,,-9.95,-38.76,-33.32,501.7,1.03,1.38575,2.325,3.0405,0.529,0.776,1.807,2.788,1.5772,0.5596,0.8315,,,-10.95,-48.75,-293.4,-222.98,0.506,0.577,1.86,3.025,0.537,0.625,2.138,3.612,0.7599,3.2575,3.6749,,,-55.7,-230.69,-1178,-1963.94,3.185,3.491,4.75,5.438,3.012,3.555,5.123,5.923,1.0099,1.043,1.5417,,,19.65,103.24,485.2,488.2,1.045,1.351,2.433,,1.005,1.394,2.507,3.335
2010-11-25,83.6,-0.1665,-0.1543,,,,-9.68,-58.5,-760,-1756.5,,0.09125,0.0975,0.2925,0.9,1.6825,0.132,0.143,0.462,1.235,2.229,0.2312,0.2636,1.48,2.59121,3.62846,0.157,0.27,1.565,3.065,5.146,1.0006,-0.0871,0.0291,,,-9.58,-51.53,-523.02,-1575,-0.075,0.0325,0.875,1.655,0.172,0.522,0.919,1.628,6.6295,6.6505,,,,,-20,-430,,,1.88,3.2,3.88,4.39,2.13,2.323,3.727,4.088,0.9808,4.8718,5.3306,,,-110.5,-445.51,-1857,-2582.63,4.8,5.0425,5.597,,4.63,4.941,5.431,5.679,1.3067,0.2753,0.5395,,,-0.68,-1,,,0.4389,0.605,1.725,2.735,,,,,,-4.5,-18.5,-20,,,,,0.284,0.42,1.298,2.34,1.336,0.5574,0.8093,,,-8.96,-36.23,-58.35,465.6,1.031,1.397,2.343,3.05,0.52,0.772,1.837,2.789,1.5761,0.5562,0.8458,,,-10.29,-47.15,-321.1,-284.9,0.506,0.577,1.8925,3.065,0.537,0.64,2.173,3.644,0.76,3.2459,3.6597,,,-54.84,-228.2,-1227.8,-2020.6,3.195,3.475,4.749,5.449,3.023,3.556,5.096,5.891,1.0092,1.0578,1.5562,,,19.95,102.5,472.9,436.75,1.046,1.368,2.4095,,1.009,1.407,2.498,3.317
2010-11-26,84.1,-0.2132,-0.2064,,,,-10.66,-63.8,-751.75,-1826.5,,0.0935,0.11,0.3405,0.93,1.685,0.132,0.154,0.492,1.244,2.228,0.2347,0.2521,1.449,2.68951,3.64499,0.163,0.28,1.556,3.035,5.067,1.0036,-0.1404,-0.0419,,,-10.9,-59.51,-528.77,-1558.4,-0.075,0.0325,0.855,1.645,0.17,0.522,0.912,1.626,6.6485,6.6562,,,,,-5,-350,,,2.9,3.33,3.98,4.49,2.282,2.455,3.773,4.132,0.9645,4.8826,5.2935,,,-107.72,-434.26,-1779.1,-2575.64,4.79,5.01,5.5325,,4.59,4.89,5.376,5.649,1.3194,0.2969,0.5715,,,-0.05,1.5,,,0.4389,0.655,1.77125,2.772,,,,,,-3.5,-21,-22.5,,,,,0.309,0.393,1.347,2.437,1.3242,0.4795,0.7402,,,-6.12,-25.85,-25.08,486.8,1.028,1.38775,2.351,3.075,0.501,0.763,1.826,2.814,1.5592,0.5337,0.8424,,,-9.03,-44.88,-285.6,-269.7,0.508,0.569,1.8625,3.035,0.54,0.627,2.162,3.628,0.7499,3.2355,3.6418,,,-53.88,-223.42,-1170,-1998.2,3.195,3.4625,4.7425,5.4425,3.023,3.555,5.048,5.841,1.0213,1.0186,1.5313,,,18.35,99.56,452,449,1.047,1.3505,2.3595,,1.003,1.396,2.437,3.257
2010-11-29,84.26,-0.1673,-0.1869,,,,-9.75,-60.2,-749.75,-1809,,0.0925,0.10875,0.32625,0.92,1.6825,0.133,0.161,0.468,1.241,2.232,0.2282,0.2496,1.4215,2.60437,3.56503,0.17,0.28,1.515,2.966,4.939,1,-0.1176,-0.042,,,-10.34,-56.85,-534.23,-1510,-0.075,0.0225,0.865,1.655,0.172,0.525,0.921,1.623,6.6435,6.6693,,,,,-5,-400,,,2.9,3.24,3.97,4.25,2.347,2.551,3.775,4.118,0.9631,4.8796,5.2588,,,-107.53,-432.95,-1791,-2596.09,4.785,4.98,5.5035,,4.594,4.881,5.345,5.646,1.319,0.3461,0.5597,,,1.5,2,,,0.4389,0.67525,1.765,2.765,,,,,,-5.25,-19.5,-20.5,,,,,0.281,0.421,1.342,2.442,1.3125,0.4849,0.7427,,,-6.2,-29.27,-57.43,359.8,1.027,1.392,2.375,3.114,0.5,0.756,1.836,2.839,1.5573,0.5535,0.8124,,,-9.75,-44,-288.3,-337.05,0.5,0.557,1.84725,3.032,0.538,0.613,2.14,3.622,0.7459,3.2464,3.6095,,,-53.7,-221.7,-1180,-1968.97,3.215,3.437,4.73,5.44,3.043,3.53,5.057,5.866,1.0181,1.0817,1.5544,,,19.65,104.13,446,460.7,1.046,1.363,2.339,,1.011,1.397,2.422,3.23
2010-11-30,83.69,-0.2287,-0.2367,,,,-11.06,-68.28,-753.75,-1752,,0.09375,0.11,0.32125,0.9325,1.70625,0.132,0.154,0.438,1.233,2.219,0.2352,0.2721,1.397,2.61535,3.53998,0.171,0.27,1.507,2.969,4.926,1.0034,-0.3561,-0.2272,,,-16.45,-80.91,-566.36,-1555,-0.075,0.0025,0.795,1.585,0.173,0.527,0.861,1.557,6.655,6.667,,,,,-7.5,-430,,,2.95,3.21,3.96,4.25,2.318,2.543,3.757,4.037,0.9588,4.8711,5.2325,,,-106.73,-423.9,-1738,-2562.04,4.776,4.9505,5.472,,4.553,4.804,5.276,5.573,1.3202,0.3475,0.5819,,,1.4,3.5,,,0.4389,0.6675,1.735,2.735,,,,,,-4.5,-21.75,-24.25,,,,,0.341,0.402,1.317,2.427,1.2983,0.4571,0.6637,,,-5.09,-11.9,14.1,458.5,1.028,1.361,2.294,3.054,0.474,0.688,1.739,2.75,1.5562,0.5356,0.7946,,,-8.91,-33.19,-230.7,-188.57,0.505,0.554,1.75925,2.92825,0.54,0.559,2.033,3.502,0.7426,3.2273,3.5994,,,-53,-217.39,-1169,-1966.56,3.206,3.436,4.7375,5.4675,3.045,3.514,5.035,5.853,1.0264,1.0433,1.5141,,,18.75,95.5,442.3,476.95,1.037,1.3155,2.298,,1.012,1.378,2.38,3.203
2010-12-01,84.19,-0.1982,-0.2618,,,,-10.55,-69,-820.75,,,0.09,0.09875,0.28875,0.8875,1.66125,0.134,0.161,0.44,1.232,2.236,0.2352,0.2636,1.5415,2.78586,3.69295,0.167,0.29,1.674,3.134,5.051,1.0023,-0.2517,-0.1414,,,-13.9,-70.1,-615.34,-1674.85,-0.095,-0.0075,0.855,1.655,0.169,0.525,0.915,1.625,6.655,6.6632,,,,,-20,-435,,,2.95,3.15,3.89,4.23,2.359,2.852,3.721,4.098,0.9683,4.9223,5.2029,,,-108.91,-430.5,-1716,-2489.03,4.775,4.9545,5.497,,4.525,4.761,5.206,5.513,1.3102,0.3061,0.542,,,-0.05,0.13,,,0.4389,0.7,1.785,2.785,,,,,,-4.75,-25,-25,,,,,0.337,0.401,1.356,2.523,1.3139,0.4893,0.7156,,,-6.1,-22.55,46.59,506.7,1.026,1.3605,2.402,3.045,0.471,0.68,1.841,2.865,1.5623,0.5548,0.814,,,-9.58,-40.88,-199.13,-151.45,0.51,0.564,1.875,3.06325,0.541,0.611,2.151,3.648,0.7489,3.1983,3.6482,,,-53.26,-223.38,-1130,-1921.61,3.187,3.447,4.785,5.5175,3.065,3.512,5.033,5.863,1.017,1.0971,1.5515,,,19.85,101.31,416.1,406.7,1.045,1.346,2.404,,1.015,1.417,2.484,3.315
2010-12-02,83.82,-0.1089,-0.1701,,,,-8.73,-57.4,-819.25,-1889.5,,0.09,0.0975,0.29875,0.90125,1.65875,0.132,0.153,0.46,1.237,2.234,0.2362,0.2706,1.589,2.81952,3.71944,0.157,0.283,1.7,3.149,5.06,0.9928,-0.1748,-0.071,,,-11.99,-58.05,-602.83,-1609,-0.09,-0.0075,0.875,1.685,0.169,0.525,0.932,1.655,6.6465,6.666,,,,,40,-490,,,2.95,3.14,3.91,4.17,2.509,2.8,3.654,3.968,0.9771,4.8235,5.2443,,,-108.93,-439.04,-1717,-2460.03,4.78,4.97,5.454,,4.533,4.767,5.228,5.568,1.3067,0.3061,0.53,,,-0.05,1.5,,,0.4389,0.735,1.895,2.89,,,,,,-4.75,-23.5,-25,,,,,0.361,0.423,1.364,2.577,1.3209,0.5354,0.7322,,,-7.74,-29.7,21.51,463,1.027,1.358,2.429,3.21,0.454,0.658,1.88,2.907,1.56,0.5755,0.8234,,,-10.55,-48,-205.4,-165.72,0.5135,0.578,1.9175,3.10025,0.54,0.626,2.19,3.693,0.7552,3.2284,3.6232,,,-53.95,-226.38,-1136,-1930.85,3.196,3.443,4.768,5.528,3.075,3.535,5.062,5.919,1.0026,1.1314,1.5614,,,20.55,105.5,406,407.15,1.047,1.3525,2.4305,,1.046,1.422,2.511,3.35
2010-12-03,82.53,-0.0968,-0.185,,,,-8.25,-53.45,-781.25,-1868.5,,0.0925,0.0985,0.3025,0.915,1.695,0.132,0.16,0.464,1.243,2.3,0.2272,0.2496,1.548,2.83665,3.77176,0.143,0.271,1.654,3.191,5.185,0.9735,-0.0506,0.0139,,,-8.61,-43.51,-544.22,-1549.35,-0.085,0.0125,0.885,1.705,0.169,0.525,0.935,1.682,6.644,6.661,,,,,-55,-550,,,2.95,3.1,3.89,4.24,2.51,2.793,3.646,3.957,0.9931,4.8891,5.2666,,,-110.86,-453.3,-1771,-2504.91,4.775,4.97,5.4365,,4.562,4.81,5.295,5.643,1.3027,0.3123,0.5062,,,0.15,5.5,,,0.4389,0.715,1.9,2.91,,,,,,-4.5,-22.5,-25,,,,,0.305,0.311,1.407,2.654,1.3414,0.5662,0.785,,,-8.8,-44.3,-29.7,446.6,1.027,1.35,2.4215,3.2325,0.456,0.664,1.898,2.951,1.5778,0.5849,0.8346,,,-10.91,-58.33,-274.3,-191.79,0.511,0.5795,1.939,3.1235,0.545,0.627,2.203,3.706,0.766,3.2334,3.619,,,-54.82,-233.29,-1174,-1982.5,3.196,3.44,4.76775,5.52775,3.065,3.535,5.047,5.933,1.0039,1.1269,1.5141,,,20.65,105.25,408,379.15,1.034,1.3015,2.372,,1.006,1.376,2.459,3.34
